method,display_name,episode,reward,avg_delay,avg_success_delay,p95_success_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,total_user_seconds,blocked_user_seconds,blocked_time_ratio,handover_interruption_seconds,service_interruption_seconds,total_handovers,failed_handovers,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,handover_frequency,handovers_per_user_minute,load_balance_variance,load_balance_coefficient,load_variance_sample_count,mec_load_fairness,jain_mec_load_fairness,active_load_balance_score,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,energy_per_successful_task,reward_task_success,penalty_delay,penalty_energy,penalty_task_failure,penalty_service_interruption,penalty_failed_handover,selected_offload
han_attn_latency_priority_multiuser_u20,HAN+Attn,1,135.58701957315498,1.0357206174002718,0.8055170548368767,2.072558218383421,561.8858731626406,1.0,0.0,0.6129032258064516,10240.0,216.0,0.02109375,18.600000619888306,234.60000038146973,12.0,0.0,0.9770898437127471,0.97890625,0.9534622932436221,0.9534622932436221,0.04653770675637791,1.0,1.0,0.0,0.001171875,0.0703125,0.09002296591956768,0.47048890844118696,215.0,0.47048890844118696,0.5030390340361865,0.47048890844118696,0.47048890844118696,0.04625735912531539,3567.0,3401.0,165.0,0.16521195917748913,170.05000000000442,-20.249597156704766,-2.3943831224369534,-8.299999999999983,-3.5190001409500837,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,2,136.96457002218813,1.0086986908273157,0.7907034067298802,2.0343850960523633,560.5185890555755,1.0,0.0,0.6756756756756757,10240.0,157.0,0.01533203125,22.200000882148743,179.20000064373016,12.0,0.0,0.9824999999371358,0.98466796875,0.9612093553907587,0.9612093553907587,0.0387906446092413,1.0,1.0,0.0,0.001171875,0.0703125,0.08240988753693224,0.5041670502188288,202.0,0.5041670502188288,0.4718668768769225,0.5041670502188288,0.5041670502188288,0.038505419281232175,3506.0,3370.0,135.0,0.16632599081767818,168.50000000000406,-19.714426315095796,-2.3330034159776374,-6.799999999999984,-2.688000108115375,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,3,129.40485250297934,1.1266606698817483,0.8262646449603473,2.0843731821710394,590.8567916592734,1.0,0.0,0.65625,10240.0,285.0,0.02783203125,19.200000762939453,304.200000166893,11.0,0.0,0.9702929687337019,0.97216796875,0.9437978995174567,0.9432624113475178,0.05617021276595745,0.9994326241134752,0.9994326241134752,0.0005673758865248227,0.00107421875,0.064453125,0.08162054774869361,0.5077473437469459,215.0,0.5077473437469459,0.4611922891771527,0.5077473437469459,0.5077473437469459,0.05617021276595745,3523.0,3325.0,198.0,0.1777012907245935,166.25000000000355,-19.996640472936935,-2.3855076086409754,-9.900000000000006,-4.563000177964568,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,4,142.71173867583275,1.0371934008219832,0.8034077386522401,2.0644236072504416,608.3376004417001,1.0,0.0,0.6341463414634146,10240.0,102.0,0.0099609375,24.600000977516174,126.60000097751617,15.0,0.0,0.9876367186545394,0.9900390625,0.9617816882045642,0.9617816882045642,0.0382183117954358,1.0,1.0,0.0,0.00146484375,0.087890625,0.08877240700238054,0.47591713393731777,209.0,0.47591713393731777,0.4926572912589127,0.47591713393731777,0.47591713393731777,0.0379433599120154,3637.0,3498.0,138.0,0.17391012019488283,174.90000000000552,-20.866558441369378,-2.472703452250145,-6.949999999999983,-1.8990000756457448,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,5,128.68834730354138,1.1110500845040594,0.8140372580183923,2.081896785341626,574.8475864611287,1.0,0.0,0.71875,10240.0,333.0,0.03251953125,19.200000762939453,352.200000166893,9.0,0.0,0.9656054687337019,0.96748046875,0.9404627539503386,0.9404627539503386,0.0595372460496614,1.0,1.0,0.0,0.00087890625,0.052734375,0.08521107451510916,0.49159749785493195,206.0,0.49159749785493195,0.37615989341065303,0.49159749785493195,0.49159749785493195,0.0595372460496614,3544.0,3333.0,211.0,0.17247152309064767,166.65000000000364,-19.788896018715413,-2.339756786299563,-10.550000000000015,-5.283000219613314,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,6,138.2608854349819,1.0594558808557013,0.7963615694317577,2.09467877001964,588.9576590158979,1.0,0.0,0.4888888888888889,10240.0,172.0,0.016796875,27.000000953674316,199.00000059604645,23.0,0.0,0.9805664061917924,0.983203125,0.9537524231514816,0.9532244672017713,0.04622197619706615,0.9994464433988375,0.9994464433988375,0.0005535566011624688,0.00224609375,0.134765625,0.08549400897525752,0.4903395787221783,209.0,0.4903395787221783,0.5188379115724571,0.4903395787221783,0.4903395787221783,0.04622197619706615,3611.0,3444.0,167.0,0.17100977323341982,172.2000000000049,-20.234521756619614,-2.3695923084122095,-8.349999999999984,-2.9850001195445657,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,7,141.30440948531032,0.9890992865766363,0.7703372207325468,2.0515938925414146,556.8719013227901,1.0,0.0,0.40816326530612246,10240.0,87.0,0.00849609375,29.40000081062317,116.40000081062317,29.0,0.0,0.9886328124208376,0.99150390625,0.9621636771300448,0.9621636771300448,0.037836322869955155,1.0,1.0,0.0,0.00283203125,0.169921875,0.08813780698888336,0.4786870609131207,203.0,0.4786870609131207,0.45641338615825694,0.4786870609131207,0.4786870609131207,0.037836322869955155,3568.0,3433.0,135.0,0.16221144809868632,171.65000000000478,-19.59806320427614,-2.2515277113934564,-6.749999999999984,-1.7460000840947032,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,8,129.88733950397,1.2191334364445359,0.8624829855765733,2.2366371776152363,645.64849023225,1.0,0.0,0.5,10240.0,133.0,0.01298828125,19.200000762939453,152.200000166893,16.0,0.0,0.9851367187337019,0.98701171875,0.9409103760248798,0.9409103760248798,0.05908962397512016,1.0,1.0,0.0,0.0015625,0.09375,0.0836847469254617,0.4984203042151331,230.0,0.4984203042151331,0.5027931847012808,0.4984203042151331,0.4984203042151331,0.05908962397512016,3537.0,3328.0,209.0,0.19400495499767126,166.4000000000036,-21.42839045186589,-2.351270390011911,-10.450000000000014,-2.2830000892281532,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,9,141.74039273895323,0.9815329292391239,0.8002904208042958,2.0485308115262004,568.9856612873931,1.0,0.0,0.6136363636363636,10240.0,182.0,0.0177734375,27.600001096725464,209.60000050067902,17.0,0.0,0.9795312499511055,0.9822265625,0.96398891966759,0.9637219606757131,0.03600110772639158,0.9997230684021047,0.9997230684021047,0.00027693159789531985,0.00166015625,0.099609375,0.08837667163945831,0.4776432357983354,235.0,0.4776432357983354,0.49992883990206927,0.4776432357983354,0.4776432357983354,0.03572417612849626,3610.0,3480.0,129.0,0.16350162680672214,174.00000000000531,-20.14478260993455,-2.470824571048472,-6.499999999999985,-3.1440001251176,0.0,
han_attn_latency_priority_multiuser_u20,HAN+Attn,10,144.6161083113402,0.930962758636817,0.7711607378872144,1.999393911202919,543.41906090862,1.0,0.0,0.5142857142857142,10240.0,157.0,0.01533203125,21.000000596046448,178.00000047683716,17.0,0.0,0.9826171874534338,0.98466796875,0.9684995855208621,0.9684995855208621,0.031500414479137887,1.0,1.0,0.0,0.00166015625,0.099609375,0.08478701733084246,0.49348682630034946,181.0,0.49348682630034946,0.3950276243093922,0.49348682630034946,0.49348682630034946,0.031500414479137887,3619.0,3505.0,114.0,0.15504110154311557,175.2500000000056,-19.858760640012033,-2.405130961153303,-5.699999999999988,-2.6700001088902354,0.0,
han_pdqn,HAN+PDQN,1,135.9049679869786,1.0713752460176278,0.8250538003667471,2.3724415483259063,392.86823903982093,0.7777777777777778,0.2222222222222222,0.475,10240.0,217.0,0.02119140625,24.000000834465027,241.00000047683716,27.0,6.0,0.9764648437034339,0.97880859375,0.9520471116096466,0.951780207457247,0.0479394449116905,0.9997196523689375,0.9997196523689375,0.0002803476310625175,0.00205078125,0.123046875,0.08584704810372769,0.4887729483499079,225.0,0.4887729483499079,0.5264802963679078,0.4887729483499079,0.4887729483499079,0.04765909728062798,3566.0,3395.0,170.0,0.11571965803823886,169.75000000000435,-20.112129266165244,-1.5079031707792263,-8.549999999999986,-3.6150001445785165,-0.06000000000000001,
han_pdqn,HAN+PDQN,2,138.43834084260743,1.00863931627957,0.8241568438142549,2.416337982765157,379.48349187773016,0.967741935483871,0.03225806451612903,0.4230769230769231,10240.0,156.0,0.015234375,31.200001120567322,187.20000100135803,31.0,1.0,0.9817187499022111,0.984765625,0.96406160867085,0.96406160867085,0.03593839132915003,1.0,1.0,0.0,0.0029296875,0.17578125,0.08201531364694477,0.5059546335615266,227.0,0.5059546335615266,0.48370463879100006,0.5059546335615266,0.5059546335615266,0.0356531660011409,3506.0,3380.0,125.0,0.1122732224490326,169.00000000000418,-19.934648726752368,-1.5090105329184738,-6.299999999999986,-2.8080001147463918,-0.010000000000000002,
han_pdqn,HAN+PDQN,3,132.7330507878214,1.0823154699188595,0.8177716723949121,2.2144025117392685,402.7951831259516,0.6181818181818182,0.38181818181818183,0.32,10240.0,280.0,0.02734375,30.000001192092896,310.0000002384186,55.0,21.0,0.969726562476717,0.97265625,0.9500425773488504,0.9495035460992908,0.0499290780141844,0.9994326241134752,0.9994326241134752,0.0005673758865248227,0.0033203125,0.19921875,0.07870570066614518,0.5211175193698038,193.0,0.5211175193698038,0.4757286746190895,0.5211175193698038,0.5211175193698038,0.0499290780141844,3523.0,3347.0,176.0,0.12034513986434169,167.3500000000038,-19.409610613530628,-1.5473387897923307,-8.79999999999999,-4.650000184774399,-0.21000000000000013,
