method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_resolution_rate,pending_task_rate,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,selected_offload
max_rvt,Max-RVT,4,309.1470114025474,2.1676434630530763,998.2100388064196,0.738831615120275,0.2611683848797251,0.0,0.9709199999999999,0.97965,0.5517004465819306,1.0,0.0,0.42590293021636155,0.4482995534180694,8733.0,4818.0,3915.0,1.0
max_rvt,Max-RVT,5,309.2171234326713,2.1727835540954654,1014.0297890769037,0.8150943396226416,0.18490566037735848,0.0,0.9730499999999999,0.981,0.5516930022573363,0.9997743173098623,0.00022568269013766644,0.4246004082331276,0.44830699774266364,8860.0,4888.0,3972.0,1.0
threshold_rvt_adaptive,Threshold-RVT Adaptive,1,380.42625218336025,3.745153451368621,4145.686337890667,0.8607594936708861,0.13924050632911392,0.0,0.98053,0.9829,0.6110671936758894,1.0,0.0,0.623792460317461,0.38893280632411065,8855.0,5411.0,3444.0,
threshold_rvt_adaptive,Threshold-RVT Adaptive,2,337.84659214322403,3.883347619489831,4253.677418475664,0.7472527472527473,0.25274725274725274,0.0,0.9795699999999999,0.9823,0.5995893223819302,1.0,0.0,0.621740873015874,0.4004106776180698,8766.0,5256.0,3510.0,
threshold_rvt_adaptive,Threshold-RVT Adaptive,3,376.21308984296684,3.730955075814232,4138.673625751064,0.8831168831168831,0.11688311688311688,0.0,0.98069,0.983,0.6110172355525515,1.0,0.0,0.6211742063492071,0.38898276444744845,8877.0,5424.0,3453.0,
threshold_rvt_adaptive,Threshold-RVT Adaptive,4,358.38379304271473,3.852463248198651,4226.943484973048,0.8095238095238095,0.19047619047619047,0.0,0.98013,0.98265,0.6061261671601003,0.9998861436866674,0.00011385631333257428,0.6221087301587307,0.3938738328398998,8782.0,5323.0,3459.0,
threshold_rvt_adaptive,Threshold-RVT Adaptive,5,367.8589494148048,3.8219142545332687,4250.037903516095,0.8717948717948718,0.1282051282051282,0.0,0.98061,0.98295,0.6092625899280576,1.0,0.0,0.6222793650793658,0.39073741007194246,8896.0,5420.0,3476.0,
joint_greedy,Joint Greedy,1,327.2407649658071,3.7756034664793887,3700.701037291537,0.8091603053435115,0.19083969465648856,0.0,0.8666200000000003,0.8705499999999999,0.6079031230082855,0.99987254652052,0.0001274534794799898,0.7098260726291444,0.39209687699171447,7845.0,4769.0,3076.0,
joint_greedy,Joint Greedy,2,296.12731265938436,3.9150323243484517,3912.5696509441195,0.8395061728395061,0.16049382716049382,0.0,0.8914900000000002,0.89635,0.5950237559389847,0.99975,0.00025,0.5954421459398159,0.40497624406101523,7998.0,4759.0,3239.0,
joint_greedy,Joint Greedy,3,341.6455305771885,3.7406367895609045,3799.070496139561,0.7938931297709924,0.20610687022900764,0.0,0.8931200000000001,0.89705,0.6116373477672531,0.9997540277948592,0.0002459722051408191,0.5905477942592237,0.38836265223274696,8129.0,4972.0,3157.0,
joint_greedy,Joint Greedy,4,325.5795771461481,3.852963904527923,3868.0628011610997,0.8515625,0.1484375,0.0,0.8923600000000003,0.8962,0.6043819245611851,0.9998755290017426,0.00012447099825740602,0.5956081117195413,0.3956180754388149,8033.0,4855.0,3178.0,
joint_greedy,Joint Greedy,5,331.02744330767234,3.8216849699803648,3808.883700792223,0.8314606741573034,0.16853932584269662,0.0,0.8761100000000004,0.88145,0.6098508585035719,1.0,0.0,0.6798242182795445,0.3901491414964281,7979.0,4866.0,3113.0,
random,Random,1,239.4947384976348,2.1650384979936033,717.5711774960523,0.7912600397270921,0.20873996027290784,0.0006904289289721239,0.43624999999999803,0.78335,0.5549372146118722,0.9994295493439818,0.0005704506560182544,0.4989824146891653,0.4450627853881279,7008.0,3889.0,3119.0,1.0
random,Random,2,247.77506179582596,2.1721383505492797,738.3886612635623,0.7946451557538832,0.20535484424611689,0.0008574123295892995,0.4333399999999983,0.7827,0.5561902041982008,0.9991439577685832,0.0008560422314167499,0.5137946043842839,0.44380979580179925,7003.0,3895.0,3108.0,1.0
random,Random,3,226.57410912523176,2.1590207540485955,713.4538229802562,0.7948717948717948,0.20512820512820512,0.0011173184357541898,0.4354699999999966,0.78395,0.5461462589826688,0.9990146396396397,0.0009853603603603603,0.5185490734352164,0.4538537410173313,7097.0,3876.0,3221.0,1.0
random,Random,4,227.56557810827428,2.1671460541306256,720.5694293745848,0.7856590811507085,0.21434091884929155,0.0010294243802007378,0.42477999999999705,0.7737,0.5507163323782235,0.9984265484193964,0.0015734515806036333,0.5155190317992919,0.4492836676217765,6980.0,3844.0,3136.0,1.0
random,Random,5,232.9017281191152,2.1616398987694656,732.9683484776217,0.7900206114737204,0.20997938852627962,0.0006865774116031583,0.431469999999997,0.78055,0.553932101418135,0.9995704467353952,0.000429553264604811,0.5152403022201802,0.4460678985818651,6981.0,3867.0,3114.0,1.0
