method,display_name,episode,reward,avg_delay,avg_success_delay,p95_success_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,total_user_seconds,blocked_user_seconds,blocked_time_ratio,handover_interruption_seconds,service_interruption_seconds,total_handovers,failed_handovers,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,handover_frequency,handovers_per_user_minute,load_balance_variance,load_balance_coefficient,load_variance_sample_count,mec_load_fairness,jain_mec_load_fairness,active_load_balance_score,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,energy_per_successful_task,reward_task_success,reward_load_balance,penalty_delay,penalty_energy,penalty_task_failure,penalty_service_interruption,penalty_failed_handover,selected_offload
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,1,91.90298947854899,2.093111861431894,1.8200114729253807,3.967063639188617,4024.643880485113,1.0,0.0,0.3148148148148148,10240.0,214.0,0.0208984375,32.40000128746033,246.40000081062317,37.0,0.0,0.9759374999208376,0.9791015625,0.9180465899522874,0.9170171012054948,0.08186150827025511,0.9988786094757499,0.9988786094757499,0.00112139052425007,0.00361328125,0.216796875,0.0590743000811872,0.6177339878102474,510.0,0.6177339878102474,0.8133228891768449,0.6177339878102474,0.6177339878102474,0.08102046537706756,3563.0,3271.0,289.0,1.230401675476953,163.55000000000294,20.73973367400962,-44.05646767187798,-30.034278021126468,-14.600000000000072,-3.6960001504048705,0.0,
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,2,91.86884213984013,2.04478524673931,1.7096242769606067,3.818134876924411,3900.1526821944685,1.0,0.0,0.4230769230769231,10240.0,154.0,0.0150390625,31.20000123977661,185.20000052452087,30.0,0.0,0.9819140624487772,0.9849609375,0.9214285714285714,0.9198516828294353,0.07843696520250998,0.9982886480319453,0.9982886480319453,0.0017113519680547634,0.0029296875,0.17578125,0.07859194216063113,0.5216441301399185,504.0,0.5216441301399185,0.6975589926556917,0.5216441301399185,0.5216441301399185,0.07786651454649172,3500.0,3225.0,273.0,1.2093496688975096,161.25000000000242,17.57848661492363,-41.18675428729237,-29.244893214455317,-13.75000000000006,-2.7780001098290086,0.0,
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,3,88.59495340520516,2.086355662763767,1.7056188190003754,3.8207733481019788,3998.929393571527,1.0,0.0,0.4186046511627907,10240.0,282.0,0.0275390625,25.80000102519989,307.80000054836273,25.0,0.0,0.969941406196449,0.9724609375,0.9152927799886299,0.9134751773049645,0.08453900709219858,0.9980141843971632,0.9980141843971632,0.0019858156028368795,0.00244140625,0.146484375,0.09256612924068539,0.45957220320723036,503.0,0.45957220320723036,0.662040920088285,0.45957220320723036,0.45957220320723036,0.08312056737588652,3518.0,3220.0,293.0,1.2419035383762507,161.00000000000236,16.650329140220414,-40.16064810651084,-29.3777292561109,-14.900000000000077,-4.61700018402189,0.0,
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,4,91.5494525503891,2.2547759467939015,1.8806526751512183,3.9775422583918036,4128.439702543506,1.0,0.0,0.3728813559322034,10240.0,98.0,0.0095703125,35.40000140666962,133.40000140666962,37.0,0.0,0.98697265611263,0.9904296875,0.9097164877511699,0.9087159747044268,0.09018421776189167,0.9989001924663184,0.9989001924663184,0.0010998075336816058,0.00361328125,0.216796875,0.05295892267284587,0.6503887576202254,512.0,0.6503887576202254,0.8223122588055831,0.6503887576202254,0.6503887576202254,0.08853450646136926,3633.0,3305.0,322.0,1.2491496830691395,165.25000000000333,21.051193825422857,-45.8392721326,-30.51147154988483,-16.400000000000098,-2.001000080257654,0.0,
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,5,108.57555153686553,1.5930902657919903,1.4889520595041414,3.4939266514674334,3350.668780395738,1.0,0.0,0.4318181818181818,10240.0,329.0,0.03212890625,26.400001049041748,355.4000005722046,25.0,0.0,0.9652929686941206,0.96787109375,0.9680881107031912,0.9672686230248307,0.031884875846501126,0.9991534988713319,0.9991534988713319,0.0008465011286681715,0.00244140625,0.146484375,0.08916754437149015,0.4741976592322468,505.0,0.4741976592322468,0.6318972317029578,0.4741976592322468,0.4741976592322468,0.03132054176072235,3541.0,3428.0,111.0,0.9774413011656178,171.40000000000472,15.955405100499709,-38.101606849068204,-29.697249516131475,-5.649999999999988,-5.331000218167901,0.0,
han_pdqn,HAN+PDQN,1,104.7751900232397,1.7765244993913423,1.6399047038866492,3.786390537733495,3509.861693072702,1.0,0.0,0.046296296296296294,10240.0,205.0,0.02001953125,64.80000257492065,269.8000007867813,103.0,0.0,0.9736523436731659,0.97998046875,0.9517666853617499,0.9514998598261845,0.048219792542753014,0.9997196523689375,0.9997196523689375,0.0002803476310625175,0.01005859375,0.603515625,0.06674619943945496,0.5785509056931033,488.0,0.5785509056931033,0.7001699771367095,0.5785509056931033,0.5785509056931033,0.0479394449116905,3566.0,3394.0,171.0,1.0341372106873017,169.70000000000434,17.08414744213578,-41.537015440117756,-27.824944485700474,-8.599999999999987,-4.047000168822706,0.0,
han_pdqn,HAN+PDQN,2,106.42493015807122,1.6784030708741442,1.539742888102399,3.5894542052302314,3206.5747524135845,1.0,0.0,0.06382978723404255,10240.0,138.0,0.0134765625,56.400002241134644,194.40000069141388,88.0,0.0,0.9810156249324791,0.9865234375,0.958904109589041,0.9583571021106674,0.04107244723331432,0.9994295493439818,0.9994295493439818,0.0005704506560182544,0.00859375,0.515625,0.07515674244757209,0.537719920049388,462.0,0.537719920049388,0.5974908368874746,0.537719920049388,0.537719920049388,0.04078722190530519,3504.0,3360.0,143.0,0.9543377239326144,168.00000000000395,13.802038332100755,-38.908130220265534,-26.35298024339227,-7.199999999999982,-2.91600011382252,0.0,
han_pdqn,HAN+PDQN,3,105.65902900695801,1.702517916175482,1.5608524373311803,3.6314880730989594,3295.942720355173,1.0,0.0,0.0945945945945946,10240.0,272.0,0.0265625,44.400001764297485,316.3999993801117,67.0,0.0,0.9691015625605359,0.9734375,0.9605337876206701,0.9597163120567376,0.03943262411347518,0.9991489361702127,0.9991489361702127,0.000851063829787234,0.00654296875,0.392578125,0.0781308325605594,0.5237824379326519,463.0,0.5237824379326519,0.5948575008343661,0.5237824379326519,0.5237824379326519,0.03914893617021276,3522.0,3383.0,138.0,0.974266248996504,169.1500000000042,13.770951144315697,-38.86004681556314,-26.705877917974068,-6.949999999999983,-4.7460001753643155,0.0,
han_pdqn,HAN+PDQN,4,112.31048602797091,1.699836393105247,1.5922468729809427,3.636280192585827,3534.4204762988065,1.0,0.0,0.06542056074766354,10240.0,83.0,0.00810546875,64.2000024318695,147.2000024318695,100.0,0.0,0.9856249997625127,0.99189453125,0.9658965896589659,0.9656310145724498,0.03409403354412978,0.9997250481165796,0.9997250481165796,0.00027495188342040145,0.009765625,0.5859375,0.06657318357966706,0.5794136267204475,468.0,0.5794136267204475,0.6741652349549384,0.5794136267204475,0.5794136267204475,0.03409403354412978,3636.0,3512.0,124.0,1.0063839624996602,175.60000000000568,15.77546649794565,-41.96482747078967,-28.69215497345408,-6.199999999999986,-2.208000094629824,0.0,
han_pdqn,HAN+PDQN,5,115.6380568575114,1.432018319655757,1.37421816164746,3.147391034816434,2657.8456950717223,1.0,0.0,0.03289473684210526,10240.0,315.0,0.03076171875,91.20000350475311,406.20000100135803,147.0,0.0,0.9603320311522111,0.96923828125,0.978819542502118,0.9779909706546276,0.02116252821670429,0.9991534988713319,0.9991534988713319,0.0008465011286681715,0.01435546875,0.861328125,0.0789979088566515,0.5197664986310179,457.0,0.5197664986310179,0.5325134628936566,0.5197664986310179,0.5197664986310179,0.0208803611738149,3541.0,3466.0,74.0,0.7668337262180387,173.30000000000516,12.167932627120097,-35.68185155457315,-24.30502811594362,-3.7499999999999947,-6.093000234104693,0.0,
