method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_resolution_rate,pending_task_rate,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,selected_offload
min_distance,Min-Distance,1,406.2335623552387,2.2358236485567886,813.7171806100323,0.7525773195876289,0.24742268041237114,0.0,0.97934,0.98225,0.5437902587863035,1.0,0.0,0.6906305139305139,0.45620974121369645,8849.0,4812.0,4037.0,1.0
min_distance,Min-Distance,2,407.3675657199602,2.24518198511569,818.3281217166942,0.7156862745098039,0.28431372549019607,0.0,0.9789399999999999,0.982,0.5433070866141733,0.9996577686516085,0.00034223134839151266,0.6927661685536685,0.4566929133858268,8763.0,4761.0,4002.0,1.0
min_distance,Min-Distance,3,384.4521585392128,2.2382742152367365,804.6116779850616,0.7849462365591398,0.21505376344086022,0.0,0.97966,0.98245,0.5310842829741622,0.9998871841155235,0.0001128158844765343,0.6908110389610403,0.46891571702583773,8863.0,4707.0,4156.0,1.0
min_distance,Min-Distance,4,405.6633598326668,2.238542128487842,828.4489794613668,0.7934782608695652,0.20652173913043478,0.0,0.9797399999999999,0.9825,0.542407660738714,0.9998860139063034,0.00011398609369656902,0.6927338300588308,0.4575923392612859,8772.0,4758.0,4014.0,1.0
min_distance,Min-Distance,5,405.53027829215915,2.2419615711761876,830.7934142379374,0.7448979591836735,0.25510204081632654,0.0,0.97926,0.9822,0.54181654676259,1.0,0.0,0.6898545954045955,0.45818345323741005,8896.0,4820.0,4076.0,1.0
min_distance,Min-Distance,6,412.1223552019327,2.2521222973420105,814.1991559261016,0.7684210526315789,0.23157894736842105,0.0,0.9795,0.9823500000000001,0.5543690435181996,0.9998851894374282,0.0001148105625717566,0.6914595626595633,0.44563095648180046,8709.0,4828.0,3881.0,1.0
min_distance,Min-Distance,7,403.2842183037695,2.2400761603595916,814.4455178047946,0.6636363636363637,0.33636363636363636,0.0,0.9783,0.9816,0.5412006391234878,1.0,0.0,0.6951901515151517,0.4587993608765122,8762.0,4742.0,4020.0,1.0
min_distance,Min-Distance,8,392.60802409962486,2.2636637427433377,839.0086152086895,0.8372093023255814,0.16279069767441862,0.0,0.98017,0.98275,0.5389544688026982,0.9996628455832771,0.00033715441672285906,0.6906305749805751,0.46104553119730185,8895.0,4794.0,4101.0,1.0
min_distance,Min-Distance,9,410.09904155873414,2.2309339609596823,805.4950852384302,0.776595744680851,0.22340425531914893,0.0,0.97958,0.9824,0.5465342012104603,0.999885818680064,0.00011418131993605846,0.6928390026640038,0.4534657987895398,8757.0,4786.0,3971.0,1.0
min_distance,Min-Distance,10,393.8649434409279,2.2469808033472174,814.4118608369816,0.7525773195876289,0.24742268041237114,0.0,0.97934,0.98225,0.5356415478615071,0.9998868650299808,0.00011313497001923294,0.6904181540681544,0.46435845213849286,8838.0,4734.0,4104.0,1.0
mappo_no_han,MAPPO (no HAN),1,402.34587464905826,2.2309670246044218,1637.9366926207617,0.907967032967033,0.09203296703296704,0.0,0.9428099999999999,0.96465,0.5437702640111163,0.9998842190575431,0.0001157809424568716,0.4659711926961949,0.4562297359888837,8636.0,4696.0,3940.0,
mappo_no_han,MAPPO (no HAN),2,401.5354572501524,2.2515380777243994,1677.392853708225,0.8755364806866953,0.12446351931330472,0.0,0.9437799999999998,0.96475,0.5456337701495999,0.9996522142360306,0.00034778576396939483,0.4928000470414488,0.4543662298504001,8623.0,4705.0,3918.0,
mappo_no_han,MAPPO (no HAN),3,377.0213760319291,2.236322483505811,1613.9303750074387,0.8794117647058823,0.12058823529411765,0.0,0.93145,0.95185,0.5343422584400466,0.9998835991153533,0.00011640088464672332,0.5109730741480725,0.46565774155995343,8590.0,4590.0,4000.0,
mappo_no_han,MAPPO (no HAN),4,393.46143243492105,2.250065314767612,1656.565249307996,0.8895434462444771,0.11045655375552282,0.0,0.9362299999999997,0.9566,0.5423887587822014,0.9998829176911369,0.00011708230886313078,0.5298871295371296,0.4576112412177986,8540.0,4632.0,3908.0,
mappo_no_han,MAPPO (no HAN),5,396.3312862156947,2.2425812259765308,1662.4737770969857,0.8767908309455588,0.12320916905444126,0.0,0.93496,0.9559,0.5437947769817425,0.9997689463955638,0.0002310536044362292,0.4817522977022964,0.45620522301825744,8654.0,4706.0,3948.0,
mappo_no_han,MAPPO (no HAN),6,412.8402477835055,2.2547353117134503,1666.8229028644328,0.9004524886877828,0.09954751131221719,0.0,0.9534099999999998,0.9733,0.5566354275135948,0.9998843128181397,0.00011568718186024989,0.5256514690522958,0.4433645724864052,8643.0,4811.0,3832.0,
mappo_no_han,MAPPO (no HAN),7,402.0050552502813,2.2520215333097107,1678.4272713245432,0.8806404657933042,0.11935953420669577,0.0,0.9511899999999998,0.9718,0.5430082796688133,1.0,0.0,0.4794837717837703,0.45699172033118673,8696.0,4722.0,3974.0,
mappo_no_han,MAPPO (no HAN),8,392.6551272341853,2.256640058550258,1706.9123375304316,0.8945086705202312,0.10549132947976879,0.0,0.9446899999999998,0.96545,0.5436748712077848,0.9998855311355311,0.00011446886446886447,0.486711732711732,0.4563251287922152,8735.0,4749.0,3986.0,
mappo_no_han,MAPPO (no HAN),9,401.6042320528283,2.2378899451004197,1634.4169186371842,0.8977777777777778,0.10222222222222223,0.0,0.9401499999999999,0.9604,0.5471323443522953,0.9998832048586779,0.000116795141322121,0.4856952047952062,0.4528676556477047,8561.0,4684.0,3877.0,
mappo_no_han,MAPPO (no HAN),10,387.2619142295966,2.2462116231629787,1648.571776904877,0.8855421686746988,0.1144578313253012,0.0,0.93458,0.9545,0.5385329619312906,1.0,0.0,0.5048796495171491,0.46146703806870937,8616.0,4640.0,3976.0,
dqn,DQN,1,364.6608568742655,2.813946725197709,1883.4684098642651,0.8307567127746135,0.16924328722538648,0.0016246953696181965,0.7757799999999999,0.81265,0.5740866494635339,0.9995927233233777,0.00040727667662231876,0.627669408369404,0.4259133505364661,7363.0,4227.0,3136.0,
dqn,DQN,2,397.5593847491788,2.8632957031312456,2108.860125188877,0.8301008533747091,0.16989914662529093,0.0023219814241486067,0.8547300000000007,0.8934,0.580637038902178,0.9994966654083302,0.0005033345916698125,0.6199966561216556,0.419362961097822,7943.0,4612.0,3331.0,
dqn,DQN,3,355.91057232053885,2.843102150350334,1940.7049878753685,0.8209640397857689,0.17903596021423107,0.0022900763358778627,0.7910400000000009,0.8302499999999999,0.5691284098469728,0.9992022337455125,0.0007977662544874351,0.6344405594405553,0.4308715901530273,7515.0,4277.0,3238.0,
dqn,DQN,4,354.26378052221105,2.938197810040675,2061.261982544037,0.8442622950819673,0.1557377049180328,0.0022304832713754648,0.7968900000000004,0.8371500000000001,0.5659121171770972,0.9998668619358274,0.00013313806417254693,0.6528700216450227,0.4340878828229028,7510.0,4250.0,3260.0,
dqn,DQN,5,356.9037861874271,2.826437611075565,1873.7361018727245,0.8452173913043478,0.15478260869565216,0.0026019080659150044,0.7606999999999992,0.7952,0.5804390108363434,0.999028452463567,0.0009715475364330327,0.6457882756132701,0.4195609891636566,7198.0,4178.0,3020.0,
dqn,DQN,6,397.13922364785094,2.867283840005125,2058.988286196806,0.8441860465116279,0.1558139534883721,0.002320185614849188,0.8499500000000005,0.8886499999999999,0.5839518812388022,0.9994883601944231,0.0005116398055768739,0.6310609140859136,0.41604811876119785,7814.0,4563.0,3251.0,
dqn,DQN,7,362.4372007288457,2.836961641960709,1877.0657090257962,0.8163444639718805,0.18365553602811951,0.0026292725679228747,0.7898600000000007,0.8240000000000001,0.5748641304347826,0.9993211133740665,0.0006788866259334691,0.6510994699744651,0.4251358695652174,7360.0,4231.0,3129.0,
dqn,DQN,8,387.95140189837764,2.9345658194502593,2210.043276532077,0.814872192099148,0.18512780790085206,0.00231839258114374,0.867770000000001,0.9065,0.5763685239491692,0.9996335654085746,0.00036643459142543056,0.6414169746919768,0.4236314760508309,8184.0,4717.0,3467.0,
dqn,DQN,9,387.59007160783045,2.849391960014808,2034.2260496337308,0.8452012383900929,0.15479876160990713,0.0023166023166023165,0.8363400000000007,0.8751,0.5746402877697842,0.9993580690717678,0.0006419309282321222,0.656519491619491,0.42535971223021585,7784.0,4473.0,3311.0,
dqn,DQN,10,386.76128525868313,2.8644812026037285,2098.6996008155056,0.8335974643423137,0.1664025356576862,0.0023715415019762848,0.8516400000000011,0.8895,0.5694097048524263,0.9995,0.0005,0.6174483377733369,0.4305902951475738,7996.0,4553.0,3443.0,
joint_greedy,Joint Greedy,1,399.8721560068733,3.773218340135088,3728.1911362983524,0.8133333333333334,0.18666666666666668,0.0,0.8740500000000001,0.8763,0.6066278775613458,0.9997470915528579,0.00025290844714213456,0.6751186507936496,0.39337212243865416,7906.0,4796.0,3110.0,
joint_greedy,Joint Greedy,2,375.3099558126321,3.9154921020685074,3928.518867354562,0.8923076923076924,0.1076923076923077,0.0,0.8968,0.8987499999999999,0.5948673227855986,0.9998754359740907,0.00012456402590931738,0.5700300172074269,0.4051326772144014,8027.0,4775.0,3252.0,
joint_greedy,Joint Greedy,3,407.1532395094638,3.7376567550393798,3723.5732114981056,0.9090909090909091,0.09090909090909091,0.0,0.8794700000000001,0.88145,0.6113411115292937,0.9997491533927003,0.0002508466072996363,0.6415498512249259,0.3886588884707063,7971.0,4873.0,3098.0,
joint_greedy,Joint Greedy,4,393.98686103852964,3.854563951136398,3844.783801675602,0.8428571428571429,0.15714285714285714,0.0,0.8878000000000001,0.8899,0.6039839639188174,0.999749498997996,0.000250501002004008,0.6106380264959557,0.3960160360811827,7982.0,4821.0,3161.0,
joint_greedy,Joint Greedy,5,383.5603378546621,3.81453906469602,3605.3455877587076,0.8208955223880597,0.1791044776119403,0.0,0.8333900000000002,0.8354,0.6110523532522475,1.0,0.0,0.689131349206349,0.3889476467477525,7564.0,4622.0,2942.0,
joint_greedy,Joint Greedy,6,399.61876049041183,3.8710433203643135,3765.4542929782,0.8333333333333334,0.16666666666666666,0.0,0.8802900000000001,0.88245,0.6178360318684143,0.999743062692703,0.00025693730729701953,0.6431339534278069,0.3821639681315857,7782.0,4808.0,2974.0,
joint_greedy,Joint Greedy,7,395.06681101560537,3.8647771757601066,3873.1613334461385,0.8923076923076924,0.1076923076923077,0.0,0.8958000000000002,0.89775,0.6030182090296832,0.9997506234413965,0.00024937655860349125,0.5743607661417613,0.3969817909703168,8018.0,4835.0,3183.0,
joint_greedy,Joint Greedy,8,385.0989525669543,3.8915057270372864,3835.3217931325676,0.8028169014084507,0.19718309859154928,0.0,0.87572,0.87785,0.605046278686446,1.0,0.0,0.6087094677982975,0.39495372131355394,7887.0,4772.0,3115.0,
joint_greedy,Joint Greedy,9,409.01263139293167,3.784743968368249,3777.038000984561,0.8055555555555556,0.19444444444444445,0.0,0.8958900000000001,0.89805,0.6126972201352366,0.9998747965443846,0.000125203455615375,0.5734030330804428,0.38730277986476336,7986.0,4893.0,3093.0,
joint_greedy,Joint Greedy,10,416.89608153757416,3.7796301723833046,3808.51417465902,0.8923076923076924,0.1076923076923077,0.0,0.8964500000000001,0.8984,0.613123294467874,0.9998759766836165,0.00012402331638348009,0.5752522266106587,0.386876705532126,8062.0,4943.0,3119.0,
full_local,Full-Local,1,383.82690438991443,3.7668800755142504,3550.284471172181,0.873015873015873,0.12698412698412698,0.0,0.8337100000000002,0.8356,0.6075596816976128,0.9998673915926269,0.00013260840737302744,0.6658345238095235,0.3924403183023873,7540.0,4581.0,2959.0,
full_local,Full-Local,2,348.60331733542836,3.913516088052122,3650.3321311306177,0.873015873015873,0.12698412698412698,0.0,0.8337100000000002,0.8356,0.5947467166979362,0.9998660056277636,0.00013399437223636607,0.6657123015873012,0.4052532833020638,7462.0,4438.0,3024.0,
full_local,Full-Local,3,386.4134270505724,3.7451603273796263,3544.3261048238937,0.8333333333333334,0.16666666666666666,0.0,0.8334700000000002,0.83545,0.6123365473517369,0.9998679344955098,0.00013206550449022716,0.6654742063492062,0.38766345264826313,7571.0,4636.0,2935.0,
full_local,Full-Local,4,365.5485122249749,3.8660189403182317,3623.4262518132628,0.859375,0.140625,0.0,0.8336300000000001,0.83555,0.6021605761536409,0.9997333333333334,0.0002666666666666667,0.6649718253968251,0.397839423846359,7498.0,4515.0,2983.0,
full_local,Full-Local,5,384.3993981610475,3.8150258919173416,3607.1069808078464,0.9016393442622951,0.09836065573770492,0.0,0.8338700000000001,0.8357,0.6113167636171338,1.0,0.0,0.6662718253968251,0.3886832363828662,7564.0,4624.0,2940.0,
full_local,Full-Local,6,381.05559200772916,3.8604414089497703,3554.0188721143822,0.873015873015873,0.12698412698412698,0.0,0.8337100000000002,0.8356,0.6183299389002037,0.9997285190715353,0.00027148092846477533,0.6661123015873011,0.38167006109979634,7365.0,4554.0,2811.0,
full_local,Full-Local,7,366.74460665759557,3.875229763542574,3605.901294976365,0.9016393442622951,0.09836065573770492,0.0,0.8338700000000001,0.8357,0.6033046749059645,0.9998656816655473,0.0001343183344526528,0.6659146825396822,0.3966953250940355,7444.0,4491.0,2953.0,
full_local,Full-Local,8,364.9526280359577,3.901271087650957,3661.3429157604237,0.9016393442622951,0.09836065573770492,0.0,0.8338700000000001,0.8357,0.6044219499200852,0.9998668264748968,0.00013317352510320947,0.6651111111111108,0.39557805007991476,7508.0,4538.0,2970.0,
full_local,Full-Local,9,377.7668383634826,3.8013922014735626,3534.344399320045,0.7971014492753623,0.2028985507246377,0.0,0.8332300000000001,0.8352999999999999,0.6121269158375907,0.9998655733297486,0.00013442667025137788,0.6652325396825393,0.38787308416240923,7438.0,4553.0,2885.0,
full_local,Full-Local,10,387.00028916529203,3.778607109892133,3536.3039289703006,0.8208955223880597,0.1791044776119403,0.0,0.8333900000000002,0.8354,0.612929077066916,0.9997329416477501,0.00026705835224996664,0.6654686507936505,0.38707092293308404,7487.0,4589.0,2898.0,
random,Random,1,287.81953609707773,2.1650384979936033,717.5711774960523,0.7912600397270921,0.20873996027290784,0.0006904289289721239,0.43624999999999803,0.78335,0.5549372146118722,0.9994295493439818,0.0005704506560182544,0.4989824146891653,0.4450627853881279,7008.0,3889.0,3119.0,1.0
random,Random,2,294.2094729426859,2.1721383505492797,738.3886612635623,0.7946451557538832,0.20535484424611689,0.0008574123295892995,0.4333399999999983,0.7827,0.5561902041982008,0.9991439577685832,0.0008560422314167499,0.5137946043842839,0.44380979580179925,7003.0,3895.0,3108.0,1.0
random,Random,3,279.7122619221217,2.1590207540485955,713.4538229802562,0.7948717948717948,0.20512820512820512,0.0011173184357541898,0.4354699999999966,0.78395,0.5461462589826688,0.9990146396396397,0.0009853603603603603,0.5185490734352164,0.4538537410173313,7097.0,3876.0,3221.0,1.0
random,Random,4,276.6780566389942,2.1671460541306256,720.5694293745848,0.7856590811507085,0.21434091884929155,0.0010294243802007378,0.42477999999999705,0.7737,0.5507163323782235,0.9984265484193964,0.0015734515806036333,0.5155190317992919,0.4492836676217765,6980.0,3844.0,3136.0,1.0
random,Random,5,281.2393032040237,2.1616398987694656,732.9683484776217,0.7900206114737204,0.20997938852627962,0.0006865774116031583,0.431469999999997,0.78055,0.553932101418135,0.9995704467353952,0.000429553264604811,0.5152403022201802,0.4460678985818651,6981.0,3867.0,3114.0,1.0
random,Random,6,296.66025745157054,2.1628469197545286,719.5026303206225,0.7906636863823934,0.2093363136176066,0.0012878852923499614,0.43045999999999807,0.77895,0.5660106306565149,0.9988520591189554,0.0011479408810446262,0.5090040145824515,0.43398936934348514,6961.0,3940.0,3021.0,1.0
random,Random,7,286.82104950347474,2.1681230686095887,732.2770586466304,0.7900017298045321,0.2099982701954679,0.001295672454003628,0.4346999999999971,0.78115,0.5517192384200057,0.9990063875088715,0.00099361249112846,0.5142205131389919,0.4482807615799943,7038.0,3883.0,3155.0,1.0
random,Random,8,288.87805319057594,2.1666312216356864,738.5608302754924,0.7938233264320221,0.20617667356797792,0.0008619203585588692,0.43830999999999753,0.7858499999999999,0.5596134716498508,0.9995738636363637,0.0004261363636363636,0.5012585822152481,0.4403865283501492,7037.0,3938.0,3099.0,1.0
random,Random,9,291.696473138543,2.164628364304946,721.3578539247925,0.7914828639294198,0.20851713607058026,0.0006781959986436081,0.42691999999999597,0.78025,0.5549263873159683,0.9992926863771396,0.0007073136228603763,0.4977768100208156,0.4450736126840317,7064.0,3920.0,3144.0,1.0
random,Random,10,276.18001909538214,2.164099744703586,710.4448393948757,0.7963895157090782,0.2036104842909217,0.0012135922330097086,0.4361899999999971,0.7816,0.5443744632121386,0.9992847947360892,0.0007152052639107423,0.5092544805199077,0.45562553678786144,6986.0,3803.0,3183.0,1.0
