method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,handover_frequency,active_load_balance_score,avg_load_balance_score,mec_activity_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,reward_delay,reward_energy,reward_qos,reward_task_success,reward_deadline_slack,reward_service_continuity,reward_handover,reward_load_balance,reward_enqueue,penalty_deadline,penalty_task_failure,penalty_queue_full,penalty_invalid_action,penalty_blocked,penalty_failed_handover,penalty_handover_cost,selected_offload
han_mappo_latency_priority_multiuser_u25,HAN+MAPPO,1,-10.884983031877706,2.558514736221819,1132.241702551026,0.7627118644067796,0.23728813559322035,0.0,0.9833466666666667,0.9880666666666666,0.8396065821827123,0.8394478063540091,0.16036308623298035,0.9998108925869894,0.9998108925869894,0.00018910741301059002,0.007866666666666666,0.01997787590587874,0.01997787590587874,0.07996632767220338,0.16036308623298035,5287.0,4439.0,848.0,-1308.9318039043994,-4.24555237743724,1097.1999999999637,1775.6000000001297,428.98614398896365,-1.498800000000004,5.566997401237627,0.0,0.0,-246.03146614290873,-678.3999999999957,-190.80000000000152,0.0,-3.0,-8.399999999999999,-2.699999999999997,
han_mappo_latency_priority_multiuser_u25,HAN+MAPPO,2,-26.648156899557193,2.74967620774152,1313.789847071093,0.7196969696969697,0.2803030303030303,0.0,0.98292,0.9882,0.818649885583524,0.818649885583524,0.18135011441647597,1.0,1.0,0.0,0.0088,0.009992625234549564,0.009992625234549564,0.08728956002742053,0.18135011441647597,5244.0,4293.0,951.0,-1350.504507588813,-4.326853434504682,956.399999999952,1717.2000000001165,406.9920170092644,-1.537200000000003,6.031820887989112,0.03591520431168942,0.0,-317.2518341394991,-760.799999999991,-307.8000000000059,-0.5,-3.0,-10.800000000000004,-2.859999999999996,
han_mappo_latency_priority_multiuser_u25,HAN+MAPPO,3,-26.547888937131972,2.7197926049372945,1287.7581729666124,0.72,0.28,0.0,0.9879333333333333,0.9919333333333333,0.8210930009587728,0.8210930009587728,0.17890699904122723,1.0,1.0,0.0,0.006666666666666667,0.016611526846089946,0.016611526846089946,0.08716329727321863,0.17890699904122723,5215.0,4282.0,933.0,-1347.0356147798273,-4.284914945002494,966.3999999999482,1712.8000000001155,404.5738100275946,-1.086000000000002,4.562123361201354,0.03938500636275673,0.0,-315.11010886199836,-746.3999999999918,-332.10000000000684,0.0,-2.0,-8.399999999999999,-2.1700000000000004,
attn_mappo,Attn+MAPPO,1,-8.138994077895449,2.5203852508307527,1183.0699237263054,0.7461832061068703,0.2538167938931298,0.0,0.9589066666666666,0.9798666666666667,0.846822995461422,0.846822995461422,0.1531770045385779,1.0,1.0,0.0,0.03493333333333333,0.00666666653691506,0.00666666653691506,0.06001683318366607,0.1531770045385779,5288.0,4478.0,810.0,-1295.5497185413735,-4.865341439729018,1143.1999999999819,1791.2000000001333,428.5294678730867,-3.698399999999995,22.377150676733567,0.0,0.0,-216.10568197039512,-647.9999999999974,-131.69999999999928,0.0,-3.0,-39.89999999999998,-11.729999999999942,
attn_mappo,Attn+MAPPO,2,-21.769262799084892,2.672729311066767,1294.4647065324007,0.7511520737327189,0.2488479262672811,0.0,0.9533599999999999,0.9794,0.8281845919145691,0.8281845919145691,0.17181540808543097,1.0,1.0,0.0,0.0434,0.008311209458674746,0.008311209458674746,0.07996632779637973,0.17181540808543097,5244.0,4343.0,901.0,-1329.856095357573,-4.744200570004297,1016.3999999999498,1737.200000000121,410.9853563294485,-4.197599999999991,27.772463915897553,0.03989159723418672,0.0,-271.4731868208404,-720.7999999999932,-222.0000000000027,0.0,-3.0,-48.599999999999895,-14.684999999999881,
attn_mappo,Attn+MAPPO,3,-16.622683553116758,2.6274794282458416,1267.7147875164808,0.7203791469194313,0.2796208530805687,0.0,0.9814933333333333,0.9899333333333333,0.836816874400767,0.836816874400767,0.16318312559923298,1.0,1.0,0.0,0.014066666666666667,0.008300317395017834,0.008300317395017834,0.0744107723236084,0.16318312559923298,5215.0,4364.0,851.0,-1319.9932409655132,-4.672728329006286,1064.7999999999624,1745.600000000123,411.6929996494196,-1.6656000000000024,8.885390100059874,0.0,0.0,-254.65944205976763,-680.7999999999955,-254.70000000000394,0.0,-2.0,-17.70000000000002,-4.559999999999993,
pdqn,PDQN,1,-20.162679316627038,2.639195920006185,624.0827474981695,0.7729852440408627,0.22701475595913734,0.0011337868480725624,0.9290266666666666,0.9642666666666667,0.8243754731264193,0.8237518910741302,0.17549167927382753,0.9992435703479576,0.9992435703479576,0.0007564296520423601,0.05873333333333333,0.061541297777678125,0.061541297777678125,0.11376262375464043,0.17549167927382753,5284.0,4356.0,928.0,-1323.0232504460635,-2.009826015574002,999.999999999943,1742.4000000001222,400.8700773699014,-6.3875999999999955,46.258061365722924,0.06907559627405813,0.0,-247.4016726594561,-742.399999999992,-134.9999999999994,-1.0,-3.0,-59.39999999999979,-20.47500000000002,
pdqn,PDQN,2,-22.574955620721468,2.7350751154240456,746.1826470480333,0.7460035523978685,0.2539964476021314,0.0,0.9536133333333332,0.9761333333333333,0.8277375047691721,0.8274218154080855,0.17219679633867277,0.9996186117467581,0.9996186117467581,0.00038138825324180017,0.037533333333333335,0.07646671353682867,0.07646671353682867,0.13362794347728293,0.17219679633867277,5242.0,4339.0,903.0,-1342.7577764101393,-2.142929189611197,1013.1999999999505,1735.6000000001206,393.35532445354585,-4.174799999999999,28.11669999703466,0.07021074847225706,0.0,-276.4368570400824,-722.3999999999932,-214.80000000000243,0.0,-3.0,-42.89999999999995,-12.644999999999923,
pdqn,PDQN,3,-35.829722011789315,2.7951919730435617,773.6424173053086,0.7428571428571429,0.2571428571428571,0.0019665683382497543,0.9150666666666665,0.9556666666666667,0.8045646336785577,0.8044103547459253,0.19539789069990413,0.9998082454458294,0.9998082454458294,0.00019175455417066154,0.06766666666666667,0.06478329783572277,0.06478329783572277,0.1206649803246061,0.19539789069990413,5214.0,4195.0,1019.0,-1341.4164894525272,-2.1315332683817765,862.79999999995,1678.0000000001075,375.4446616438878,-7.643999999999977,49.640573239729385,0.034403011748274495,0.0,-316.4616558378345,-815.1999999999879,-228.30000000000294,-2.5,-2.0,-76.79999999999963,-22.680000000000103,
han_pdqn,HAN+PDQN,1,-24.227206046394414,2.6861141362346443,711.9300736504354,0.7755532139093783,0.2244467860906217,0.002103049421661409,0.9269733333333334,0.9649333333333333,0.8166161998485996,0.8159984871406959,0.1832450832072617,0.9992435703479576,0.9992435703479576,0.0007564296520423601,0.06326666666666667,0.07319647048937386,0.07319647048937386,0.11106902115667859,0.1832450832072617,5284.0,4315.0,969.0,-1339.2826606745678,-2.2889211651539783,950.7999999999423,1726.0000000001185,391.3119768743792,-6.572399999999994,50.28994171113763,0.10733082877324193,0.0,-264.1009076790888,-775.1999999999902,-137.09999999999948,-1.5,-3.0,-62.99999999999976,-22.160000000000085,
han_pdqn,HAN+PDQN,2,-29.246359579135483,2.80377223038773,856.697476987848,0.7595712098009189,0.24042879019908117,0.0030534351145038168,0.9477466666666665,0.9738666666666667,0.8162564396107613,0.8157894736842105,0.18363844393592677,0.9994279176201373,0.9994279176201373,0.0005720823798627002,0.043533333333333334,0.0764530798811851,0.0764530798811851,0.1268097615490357,0.18363844393592677,5241.0,4278.0,963.0,-1361.7506775495897,-2.347694649745892,940.7999999999544,1711.200000000115,385.5288089476287,-4.702800000000003,32.34456306600437,0.017131233818075697,0.0,-307.06087483046326,-770.3999999999904,-234.30000000000317,-2.0,-3.0,-45.89999999999992,-14.939999999999879,
han_pdqn,HAN+PDQN,3,-32.671531718887465,2.7874407205928535,836.5733732664061,0.7616387337057728,0.2383612662942272,0.0009302325581395349,0.9249066666666664,0.9678666666666667,0.8099347909474491,0.8097794822627037,0.1900287631831256,0.9998082454458294,0.9998082454458294,0.00019175455417066154,0.0716,0.07316216657632764,0.07316216657632764,0.11750841488440832,0.1900287631831256,5214.0,4223.0,991.0,-1366.1673172851317,-2.431369267234382,896.399999999952,1689.20000000011,372.9105246439832,-6.7584,52.766185106602094,0.04151529314644329,0.0,-301.0604554583891,-792.7999999999892,-194.70000000000167,-2.0,-2.0,-75.59999999999964,-24.60500000000017,
mappo_no_han,MAPPO,1,-22.385963328491762,2.675969426661746,1263.773680704086,0.8321678321678322,0.16783216783216784,0.0,0.98028,0.986,0.8222054094949877,0.8220499243570348,0.1777609682299546,0.9998108925869894,0.9998108925869894,0.00018910741301059002,0.009533333333333333,0.019959609256193528,0.019959609256193528,0.08526935785387953,0.1777609682299546,5287.0,4347.0,940.0,-1334.6034226461295,-4.3559285397115,986.7999999999433,1738.8000000001214,418.13416611801324,-1.7748000000000055,9.360847586693447,0.005637741322963358,0.0,-299.4275181939357,-751.9999999999915,-274.8000000000047,0.0,-3.0,-7.1999999999999975,-3.5749999999999913,
mappo_no_han,MAPPO,2,-42.83556169413552,2.915103515649668,1502.584754735306,0.782051282051282,0.21794871794871795,0.0,0.98548,0.9886,0.7946224256292906,0.7946224256292906,0.2053775743707094,1.0,1.0,0.0,0.0052,0.01661890142451561,0.01661890142451561,0.09284511543810367,0.2053775743707094,5244.0,4167.0,1077.0,-1394.4373672261336,-4.499354990034696,805.199999999957,1666.800000000105,391.37338516965366,-1.3068000000000024,4.118751408615206,0.07190737969915098,0.0,-391.5600888330623,-861.5999999999852,-436.8000000000108,0.0,-3.0,-5.099999999999999,-1.8500000000000012,
mappo_no_han,MAPPO,3,-37.58078355797012,2.833805357264841,1420.068991543628,0.7352941176470589,0.2647058823529412,0.0,0.98928,0.992,0.8036433365292426,0.8036433365292426,0.19635666347075742,1.0,1.0,0.0,0.004533333333333334,0.008285568245769146,0.008285568245769146,0.08543770816177129,0.19635666347075742,5215.0,4191.0,1024.0,-1376.7609906927935,-4.393198966944092,857.1999999999508,1676.4000000001072,391.0259499482052,-0.9648000000000023,3.289946192858019,0.03310810542611686,0.0,-359.7686521899314,-819.1999999999877,-416.10000000001,0.0,-2.0,-5.399999999999999,-1.505000000000001,
maddpg,MADDPG,1,-28.607081403526163,2.7595002011006695,775.439207862581,0.7394957983193278,0.2605042016806723,0.0,0.9565866666666666,0.9708666666666667,0.8105143721633888,0.8105143721633888,0.1894856278366112,1.0,1.0,0.0,0.0238,0.07974642468966656,0.07974642468966656,0.12815656270831824,0.1894856278366112,5288.0,4286.0,1002.0,-1352.2376428957377,-2.0708535244372164,912.7999999999455,1714.4000000001158,393.3890462676741,-3.907199999999993,15.955670760880565,0.0024333779538325607,0.0,-306.57371037277534,-801.5999999999887,-237.6000000000033,0.0,-3.0,-27.900000000000045,-7.9550000000000205,
maddpg,MADDPG,2,-31.26031904690067,2.8460480510109796,888.6967174082494,0.7637130801687764,0.23628691983122363,0.0,0.9709866666666666,0.9804666666666667,0.8113675376692733,0.8112128146453089,0.18859649122807018,0.9998093058733791,0.9998093058733791,0.00019069412662090009,0.0158,0.07644756626083422,0.07644756626083422,0.13261784265438717,0.18859649122807018,5243.0,4254.0,989.0,-1368.5564042408416,-2.2026613450204757,910.3999999999568,1701.600000000113,385.9621938239921,-2.611199999999998,10.983205189193972,0.03562599184444928,0.0,-334.10512426552475,-791.1999999999892,-293.4000000000054,0.0,-3.0,-16.80000000000002,-5.480000000000001,
