method,display_name,is_system,episodes,mean_reward,std_reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,deadline_violation_rate,effective_latency_score,avg_load_balance_score,energy_per_resolved_task,handover_action_rate,local_compute_rate,mean_offload_ratio,reward_delay,reward_energy,reward_qos,reward_task_success,reward_deadline_slack,reward_service_continuity,reward_handover,reward_load_balance,reward_enqueue,penalty_deadline,penalty_task_failure,penalty_queue_full,penalty_invalid_action,penalty_blocked,penalty_failed_handover,penalty_handover_cost,selection_metric,selection_score,primary_metric_win_count,primary_metric_wins_text,selected_offload,method_variant,training_history,source
han_mappo_latency_priority_g1_300k_600s_u10,HAN+MAPPO,True,3,8.299683702459612,3.3914390408259463,2.3655549103268156,270.45751921454763,0.6961697722567287,0.30383022774327123,0.0,0.975588888888889,0.9782222222222221,0.8595317625300152,0.8593966075168273,0.14044762924329732,0.9998442367601247,0.9998442367601247,0.00015576323987538941,0.14044762924329732,0.2491435838712779,0.671462562129228,0.1271743820758061,0.0013333333333333333,0.0,0.856018602848053,-495.3800754877432,-1.2413181320475166,492.2666666666487,731.1999999999756,178.32615049210938,-2.196999999999996,1.1656414961790498,-0.022350751100751104,0.0,-58.79613627416728,-238.93333333333456,-6.8,0.0,-2.0,-2.4,-0.5500000000000003,latency_priority_score,0.6028331549721041,0,,,,/home/pjpjq/LEO_switch/results/full_train_latency_priority_g1_300k_600s_u10_20260603_105244/training_history.json,checkpoint_eval
min_distance,Min-Distance,False,3,6.800267432235722,2.112993462186668,2.397747061573017,133.9668813639954,0.6779137313063898,0.3220862686936102,0.0,0.9762777777777778,0.9792777777777778,0.8588955246394215,0.8586261171968167,0.1410611829656934,0.9996873001625101,0.9996873001625101,0.00031269983748995314,0.1410611829656934,0.24673568111589583,0.7142944247110906,0.06300370655149494,0.005,0.0,1.0,-501.61433544993093,-0.5662391108592768,490.5333333333151,730.5333333333089,175.59836693960847,-2.134999999999997,1.1985897766785907,-0.0916851666851667,0.0,-61.01387115659433,-240.00000000000125,-9.700000000000005,0.0,-2.0,-2.9,-0.6116666666666669,latency_priority_score,0.610711272783099,2,Service Continuity | Service Availability,1.0,min_distance(best_offload=1.00),,heuristic_eval
mappo_no_han,MAPPO (no HAN),False,3,9.290590096390062,3.9119377831538396,2.3356825174194262,316.2373996576912,0.7052734137133115,0.2947265862866886,0.0,0.9758888888888889,0.9787222222222223,0.8606253976435151,0.8604899513479712,0.13935428541215342,0.9998442367601247,0.9998442367601247,0.00015576323987538941,0.13935428541215342,0.2517752440052822,0.6730474987974979,0.14870097162587362,0.0016111111111111111,0.0,0.8100782632827759,-491.9746172384494,-1.4699525968299991,495.0666666666484,732.133333333309,181.28046197878328,-2.1699999999999964,1.2615617888235147,-0.003473887223887214,0.0,-58.54522014822739,-237.06666666666789,-6.3,0.0,-2.0,-2.5,-0.6000000000000003,latency_priority_score,0.6036610663063515,1,Average Delay,,,/home/pjpjq/LEO_switch/results/baseline_compare/g1_300k_600s_u10_20260603_105244/learned_baselines/mappo_no_han/training_history.json,mappo_no_han_train_eval
attn_mappo,Attn+MAPPO,False,3,9.972523012585667,3.538058009834631,2.338451445422266,359.57844383866683,0.7233126293995861,0.2766873706004141,0.0,0.9758000000000001,0.9783333333333332,0.8620365384006536,0.8619008008227538,0.13794343593737082,0.9998442367601247,0.9998442367601247,0.00015576323987538941,0.13794343593737082,0.2519448884133774,0.6722625861792518,0.16908077296489038,0.00044444444444444447,0.0,0.7644645571708679,-490.9228431653764,-1.6894213436404044,498.6666666666483,733.3333333333088,181.04109721887093,-2.177999999999996,1.1656367172818067,-0.010128528878528878,0.0,-56.880342066765955,-234.66666666666785,-5.599999999999999,0.0,-2.0,-2.1,-0.5500000000000003,latency_priority_score,0.6028665474546124,2,Task Success | Deadline Violation,,,/home/pjpjq/LEO_switch/results/baseline_compare/g1_300k_600s_u10_20260603_105244/learned_baselines/attn_mappo/training_history.json,attn_mappo_train_eval
full_local,Full-Local,False,3,-145.87194268730465,3.8508169160627594,4.251545652517508,984.2646947180156,0.7656314699792962,0.23436853002070393,0.0,0.8767,0.8788333333333332,0.5244884036647254,0.523748644524475,0.47484140832780874,0.9985900528522839,0.9985900528522839,0.0014099471477162923,0.47484140832780874,0.08741815936964037,0.7149126984126979,0.4634014570235478,0.0,1.0,0.0,-635.0173002582002,-1.6259942370278093,-362.400000000009,445.5999999999918,98.93042502473378,-11.096999999999957,1.0545174060622993,-0.03506613756613757,0.0,-445.27556518971915,-807.9999999999883,0.0,0.0,-2.0,-1.5,-0.4900000000000002,latency_priority_score,0.48110619762869916,0,,,,,heuristic_eval
joint_greedy,Joint Greedy,False,3,-142.30980364090576,7.207257598574387,4.246495126452157,1006.1625870540178,0.7522655122655122,0.24773448773448772,0.0,0.8964555555555557,0.8987222222222222,0.5363670099090935,0.5358688391343639,0.46319254243196495,0.9990613815663288,0.9990613815663288,0.0009386184336712301,0.46319254243196495,0.09161597370161297,0.6693783817273192,0.4734882762607142,0.0003333333333333333,0.9261666666666667,0.07383333146572113,-649.7171461980075,-1.664787605258729,-332.40000000000776,455.86666666665786,100.84589139565486,-9.318999999999974,1.0842845858188348,-0.03281101435817879,0.0,-444.42302409157736,-788.2666666666561,0.0,0.0,-2.0,-1.7,-0.5100000000000002,latency_priority_score,0.47985754923806334,0,,,,,heuristic_eval
random,Random,False,3,-111.36744223942765,2.0995927936067624,2.8541743149536036,131.4373689187834,0.7796311271218636,0.22036887287813647,0.0005821014864304137,0.4262444444444453,0.7680555555555557,0.7139708767470881,0.7127413274916634,0.2855366799596681,0.9982780074513316,0.9982780074513316,0.0017219925486684417,0.2855366799596681,0.0788331134099719,0.510918127838912,0.061901429632080084,0.5695555555555556,0.0,1.0,-541.0374904094812,-0.5409384190039699,120.53333333333715,606.3999999999827,135.34027236504153,-51.63800000000024,167.79205915790638,-1.6910191238833434,0.0,-166.20042965450867,-485.8666666666714,-2.6999999999999993,-3.0,-1.3333333333333333,-224.5000000000028,-80.25666666666885,latency_priority_score,0.4328241141877542,0,,1.0,random(best_offload=1.00),,heuristic_eval
