method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,handover_frequency,active_load_balance_score,avg_load_balance_score,mec_activity_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,reward_delay,reward_energy,reward_qos,reward_task_success,reward_deadline_slack,reward_service_continuity,reward_handover,reward_load_balance,reward_enqueue,penalty_deadline,penalty_task_failure,penalty_queue_full,penalty_invalid_action,penalty_blocked,penalty_failed_handover,penalty_handover_cost,selected_offload
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,1,-9.054479906164783,2.518112031175672,874.4470127606206,0.7272727272727273,0.2727272727272727,0.0,0.9822500000000001,0.985,0.8411192791083709,0.8411192791083709,0.1588807208916291,1.0,1.0,0.0,0.004583333333333333,0.00333333326845753,0.00333333326845753,0.07462120987474918,0.1588807208916291,4217.0,3547.0,670.0,-1028.702191370541,-3.42787400118737,882.7999999999525,1418.8000000000486,346.1712065484022,-1.5974999999999973,2.5364176827297586,0.0,0.0,-185.11935149143255,-536.0000000000038,-153.6000000000001,0.0,-3.0,-4.499999999999999,-1.2000000000000008,
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,2,-20.017865972808384,2.6878360371426173,1009.3952426682797,0.7843137254901961,0.21568627450980393,0.0,0.9845333333333334,0.9870833333333333,0.8256007613609326,0.8254043767840152,0.17435775451950522,0.9997621313035204,0.9997621313035204,0.0002378686964795433,0.00425,0.009985250663726538,0.009985250663726538,0.07933501489460468,0.17435775451950522,4203.0,3470.0,733.0,-1052.3105958419528,-3.487596783650176,801.5999999999601,1388.0000000000416,334.2702685152139,-1.391999999999998,2.5546954926909335,0.03310810542611686,0.0,-227.6344567153299,-586.4000000000009,-218.70000000000258,0.0,-3.0,-3.2999999999999994,-1.2050000000000007,
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,3,-22.858686640516087,2.6864760764781797,1003.626859120421,0.6981132075471698,0.3018867924528302,0.0,0.9846,0.98725,0.8241732096121818,0.8241732096121818,0.17582679038781823,1.0,1.0,0.0,0.004416666666666667,0.001666666634228765,0.001666666634228765,0.07752525024116039,0.17582679038781823,4203.0,3464.0,739.0,-1065.4747512489282,-3.5006106570822895,794.3999999999579,1385.600000000041,326.9400822130498,-1.3859999999999983,2.359935960140188,0.0,0.0,-238.72296649369832,-591.2000000000006,-237.00000000000327,0.0,-2.0,-4.799999999999999,-1.1100000000000008,
attn_mappo,Attn+MAPPO,1,-2.828047547236726,2.454771725876097,874.0493975356266,0.7751196172248804,0.22488038277511962,0.0,0.9724666666666667,0.9829166666666667,0.8491818828551103,0.8491818828551103,0.15081811714488974,1.0,1.0,0.0,0.017416666666666667,0.0,0.0,0.04903198496128122,0.15081811714488974,4217.0,3581.0,636.0,-1019.0297030883678,-3.705515323588674,923.5999999999497,1432.4000000000517,347.00672581110535,-2.4779999999999993,9.415305097996445,0.0,0.0,-152.75622381366645,-508.80000000000507,-88.49999999999952,0.0,-3.0,-14.100000000000012,-4.859999999999996,
attn_mappo,Attn+MAPPO,2,-16.133279605752588,2.657459287857879,1046.1173584208952,0.7894736842105263,0.21052631578947367,0.0,0.9843166666666667,0.9871666666666666,0.8327385201046871,0.8325404376784015,0.16722169362511893,0.9997621313035204,0.9997621313035204,0.0002378686964795433,0.00475,0.0083259586003208,0.0083259586003208,0.07112794425338506,0.16722169362511893,4203.0,3500.0,703.0,-1044.8281753545032,-3.80122361734611,837.5999999999602,1400.0000000000443,337.466453922839,-1.4114999999999973,2.8209216966113737,0.03310810542611686,0.0,-217.031976496933,-562.4000000000023,-197.40000000000177,0.0,-3.0,-3.599999999999999,-1.3550000000000009,
attn_mappo,Attn+MAPPO,3,-7.910259493040434,2.546095901737254,960.754113465665,0.73,0.27,0.0,0.9839166666666667,0.9889166666666667,0.8458244111349036,0.8458244111349036,0.15417558886509636,1.0,1.0,0.0,0.008333333333333333,0.0016410254213231645,0.0016410254213231645,0.06401514951139689,0.15417558886509636,4203.0,3555.0,648.0,-1036.4753714301985,-3.797709994298712,903.5999999999545,1422.0000000000493,338.06272188438874,-1.4474999999999971,4.2946459849891845,0.036227395651924114,0.0,-172.59862566059758,-518.4000000000048,-149.69999999999996,0.0,-2.0,-8.099999999999998,-2.2,
pdqn,PDQN,1,-10.358897938611298,2.545287976319155,400.0080590927938,0.7882797731568998,0.21172022684310018,0.0018867924528301887,0.9388833333333331,0.9653333333333334,0.8368508418306854,0.8368508418306854,0.1631491581693147,1.0,1.0,0.0,0.044083333333333335,0.02495304643176122,0.02495304643176122,0.0896885497495532,0.1631491581693147,4217.0,3529.0,688.0,-1026.2631722142673,-1.4832946083303609,861.199999999953,1411.600000000047,328.2117021274712,-5.500499999999997,27.84616886535087,0.03473548734489369,0.0,-165.72003244498626,-550.4000000000029,-71.39999999999968,-1.5,-3.0,-32.700000000000045,-12.539999999999928,
pdqn,PDQN,2,-16.321674764203784,2.660023932982207,510.69839334709786,0.7445887445887446,0.2554112554112554,0.004310344827586207,0.9485666666666666,0.9716666666666667,0.8336902212705211,0.8334919124643198,0.16627021883920076,0.9997621313035204,0.9997621313035204,0.0002378686964795433,0.0385,0.03152500282311883,0.03152500282311883,0.10101009889816244,0.16627021883920076,4203.0,3504.0,699.0,-1045.7176139428896,-1.5709600191235187,842.3999999999606,1401.6000000000447,321.8879322674409,-4.628999999999986,21.98181864980172,0.004584206848342093,0.0,-189.07888303684706,-559.2000000000024,-135.29999999999941,-1.0,-1.0,-34.800000000000026,-10.339999999999973,
pdqn,PDQN,3,-22.559426581044168,2.6612350007279315,508.67092447464796,0.7502876869965478,0.24971231300345226,0.0,0.9180499999999999,0.9615,0.825113176078151,0.8239352843207233,0.1746371639305258,0.9985724482512491,0.9985724482512491,0.0014275517487508922,0.07241666666666667,0.02325769739261141,0.02325769739261141,0.10029461057856678,0.1746371639305258,4197.0,3463.0,734.0,-1055.1540821213932,-1.6144651441808284,797.9999999999598,1385.200000000041,312.9925668697828,-7.375500000000007,43.131808279088304,0.011300204324481394,0.0,-199.91122917287078,-587.2000000000008,-118.79999999999923,0.0,-2.0,-65.09999999999974,-19.594999999999988,
mappo_no_han,MAPPO,1,-14.201442898085947,2.5740391784872267,945.9223354484669,0.7254901960784313,0.27450980392156865,0.0,0.9836166666666667,0.9861666666666666,0.8342423523832108,0.8342423523832108,0.16575764761678918,1.0,1.0,0.0,0.00425,0.00333333326845753,0.00333333326845753,0.07386363400146365,0.16575764761678918,4217.0,3518.0,699.0,-1044.5309891080294,-3.557911548123683,847.9999999999551,1407.200000000046,341.88507769678756,-1.4744999999999968,2.3690019884097646,0.0,0.0,-206.5821925709348,-559.2000000000024,-182.7000000000012,0.0,-3.0,-4.199999999999999,-1.1100000000000008,
