method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,handover_frequency,mec_load_fairness,active_load_balance_score,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,energy_per_successful_task,reward_delay,reward_energy,reward_qos,reward_task_success,reward_deadline_slack,reward_service_continuity,reward_handover,reward_load_balance,reward_enqueue,penalty_deadline,penalty_task_failure,penalty_queue_full,penalty_invalid_action,penalty_blocked,penalty_failed_handover,penalty_handover_cost,selected_offload
han_mappo,HAN+MAPPO,1,-17.85157984134761,2.6276633598281043,1357.77219385454,0.7603603603603604,0.23963963963963963,0.0,0.9618888888888888,0.9803888888888889,0.8318124606670863,0.8318124606670863,0.16818753933291378,1.0,1.0,0.0,0.030833333333333334,0.06492273560633612,0.06492273560633612,0.06492273560633612,0.16818753933291378,6356.0,5287.0,1069.0,0.2568133523462342,-1593.1986063568274,-4.964574139593276,1259.600000000034,2114.8000000002066,500.76597034209874,-3.429999999999995,26.442367125879723,0.04097784012121923,0.0,-310.62276857367493,-855.1999999999856,-250.50000000000378,0.0,-4.0,-39.89999999999998,-12.674999999999924,
han_mappo,HAN+MAPPO,2,-28.262369687369382,2.7554066832024784,1545.843551365398,0.7429193899782135,0.2570806100217865,0.0,0.9691444444444444,0.9844444444444445,0.8198570293884035,0.8198570293884035,0.1801429706115965,1.0,1.0,0.0,0.0255,0.04986184946564826,0.04986184946564826,0.04986184946564826,0.1801429706115965,6295.0,5161.0,1134.0,0.29952403630408797,-1616.767131592687,-5.077308040555397,1157.2000000000255,2064.400000000195,490.09204315654637,-2.7769999999999917,20.87103072148688,0.0,0.0,-382.3322412704274,-907.1999999999827,-376.2000000000085,0.0,-4.0,-35.40000000000002,-10.229999999999974,
han_mappo,HAN+MAPPO,3,-26.916946891718663,2.718977834313968,1480.4662754106885,0.7395209580838323,0.26047904191616766,0.0,0.9769777777777777,0.9881111111111112,0.8216294391772457,0.8213654618473896,0.1783132530120482,0.9996787148594377,0.9996787148594377,0.000321285140562249,0.018555555555555554,0.07314373126046349,0.07314373126046349,0.07314373126046349,0.1783132530120482,6223.0,5113.0,1110.0,0.28954943778812603,-1614.0853743491741,-4.979312912169272,1157.2000000000062,2045.200000000191,474.1529877752336,-2.0719999999999925,14.883165799073248,0.06509603519255816,0.0,-351.9483222506764,-887.9999999999837,-382.50000000000875,0.0,-3.0,-26.10000000000004,-7.440000000000016,
han_mappo,HAN+MAPPO,4,-23.377650491005667,2.7042323328761,1455.3748365414247,0.7455919395465995,0.25440806045340053,0.0,0.9742666666666666,0.9875,0.8276863504356244,0.8276863504356244,0.17231364956437561,1.0,1.0,0.0,0.022055555555555554,0.066422093885927,0.066422093885927,0.066422093885927,0.17231364956437561,6198.0,5130.0,1068.0,0.28369879854608665,-1583.7051109360636,-4.958807062833065,1197.6000000000108,2052.0000000001924,484.4323814939319,-2.315999999999994,17.975365769463174,0.045171913741705844,0.0,-352.49753028978165,-854.3999999999857,-344.1000000000073,-0.5,-4.0,-30.00000000000005,-8.900000000000004,
han_mappo,HAN+MAPPO,5,-13.920448188623785,2.592591125749408,1285.8413358289206,0.8060836501901141,0.19391634980988592,0.0,0.9582444444444443,0.9757777777777777,0.8350125944584383,0.8343558282208589,0.16485763725027527,0.9992134654711342,0.9992134654711342,0.0007865345288658172,0.029222222222222222,0.08321533862591303,0.08321533862591303,0.08321533862591303,0.16485763725027527,6352.0,5304.0,1048.0,0.24242860781088246,-1570.5205135365632,-4.8763306380692795,1283.200000000063,2121.600000000208,500.82973998472414,-3.7579999999999867,27.277995312297218,0.012317423945407358,0.0,-295.013711136062,-838.3999999999866,-199.50000000000185,-0.5,-5.0,-30.30000000000005,-12.734999999999921,
han_mappo,HAN+MAPPO,6,-21.383262411087617,2.6684945746741593,1392.6699751324868,0.7505197505197505,0.2494802494802495,0.0,0.9671333333333332,0.9831666666666666,0.8258617899336462,0.8258617899336462,0.17413821006635377,1.0,1.0,0.0,0.026722222222222224,0.043133730073350675,0.043133730073350675,0.043133730073350675,0.17413821006635377,6179.0,5103.0,1076.0,0.27291200766852575,-1551.8342905282304,-4.914075744729281,1180.4000000000315,2041.2000000001901,493.6569840966287,-2.957999999999985,22.620063175254643,0.035473952335431796,0.0,-340.3598329237189,-860.7999999999853,-304.5000000000058,0.0,-4.0,-36.000000000000014,-10.844999999999962,
han_mappo,HAN+MAPPO,7,-24.95022689800117,2.7250214826826453,1497.8811887808167,0.74375,0.25625,0.0,0.9707777777777777,0.9867777777777778,0.8285714285714286,0.8283084735004761,0.17137416693113297,0.999682640431609,0.999682640431609,0.00031735956839098697,0.02666666666666667,0.09137270078992153,0.09137270078992153,0.09137270078992153,0.17137416693113297,6300.0,5220.0,1080.0,0.28695041930666987,-1624.7299963823139,-5.141145291641328,1224.0000000000255,2088.0000000002005,483.56225709564376,-2.629999999999993,21.701021647961813,0.05381841247425245,0.0,-362.1507304535966,-863.9999999999851,-355.50000000000773,0.0,-3.0,-36.900000000000006,-10.734999999999964,
han_mappo,HAN+MAPPO,8,-32.81557432222413,2.7815465005432625,1571.589297757537,0.7551020408163265,0.24489795918367346,0.0,0.9759888888888888,0.9890555555555556,0.8106000318319274,0.810471037555697,0.1893698281349459,0.9998408656906429,0.9998408656906429,0.00015913430935709738,0.021777777777777778,0.08144936252896699,0.08144936252896699,0.08144936252896699,0.1893698281349459,6283.0,5093.0,1190.0,0.3085783031135945,-1646.2533638253344,-5.063408987845557,1085.199999999975,2037.2000000001892,478.2893136327361,-2.160999999999993,18.081629759832467,0.0029004146347541343,0.0,-413.1740970847159,-951.9999999999801,-395.10000000000923,-0.5,-3.0,-28.500000000000046,-8.895000000000003,
han_mappo,HAN+MAPPO,9,-13.69027253609743,2.5984420310581005,1297.8114554141785,0.7695652173913043,0.23043478260869565,0.0,0.9683333333333333,0.9836666666666667,0.8401565813081063,0.8397456798174111,0.1597652429083795,0.9995109227257907,0.9995109227257907,0.000489077274209325,0.025555555555555557,0.06644662313315683,0.06644662313315683,0.06644662313315683,0.1597652429083795,6131.0,5151.0,980.0,0.2519533013811257,-1533.2123617849927,-4.81683386332983,1276.40000000004,2060.4000000001943,486.8193136122977,-2.849999999999994,22.191776401607505,0.06164164848246152,0.0,-287.5326420936957,-783.9999999999897,-237.6000000000033,0.0,-4.0,-31.800000000000054,-10.629999999999965,
han_mappo,HAN+MAPPO,10,-8.956253410170547,2.5261941278629663,1200.7900880897457,0.7671641791044777,0.23283582089552238,0.0,0.9568888888888887,0.9792222222222222,0.8472534532605204,0.8471173920025694,0.15272201702264332,0.9998394090252127,0.9998394090252127,0.00016059097478721696,0.03722222222222222,0.08146437374970651,0.08146437374970651,0.08146437374970651,0.15272201702264332,6226.0,5275.0,951.0,0.227637931391421,-1536.0621268644113,-4.788038767153392,1349.200000000076,2110.0000000002055,495.2842536752375,-3.8799999999999892,33.307208813689996,0.009864001164244116,0.0,-254.3705994021897,-760.799999999991,-169.80000000000072,0.0,-4.0,-46.79999999999991,-15.439999999999863,
attn_mappo,Attn+MAPPO,1,-15.396186009634388,2.630032084635243,1627.7402117587644,0.7350901525658807,0.26490984743411927,0.0,0.9543555555555555,0.9783888888888889,0.8384203901825047,0.8384203901825047,0.16157960981749528,1.0,1.0,0.0,0.04005555555555555,0.01664454262981857,0.01664454262981857,0.01664454262981857,0.16157960981749528,6356.0,5329.0,1027.0,0.30544946739702844,-1589.0003465682798,-6.516370702003222,1310.0000000000343,2131.6000000002105,496.98245088437915,-4.107999999999996,30.255787040186863,-0.0011317639434537258,0.0,-289.6109611672612,-821.5999999999875,-210.00000000000225,0.0,-4.0,-57.29999999999981,-15.909999999999854,
attn_mappo,Attn+MAPPO,2,-32.83348675425068,2.7875967051478883,1802.1490394019377,0.745676500508647,0.254323499491353,0.0,0.9444555555555555,0.9772222222222222,0.8136616362192216,0.8136616362192216,0.1863383637807784,1.0,1.0,0.0,0.05461111111111111,0.026637167864368136,0.026637167864368136,0.026637167864368136,0.1863383637807784,6295.0,5122.0,1173.0,0.35184479488518894,-1627.9504239113721,-6.387903307000042,1110.4000000000171,2048.8000000001916,478.7119550635965,-4.9989999999999855,41.51919220218884,-0.0020046493760970093,0.0,-375.4779148823011,-938.3999999999809,-351.9000000000076,0.0,-4.0,-74.99999999999964,-22.000000000000078,
attn_mappo,Attn+MAPPO,3,-28.142959216237372,2.7286668500645157,1715.3999449742114,0.734789391575663,0.26521060842433697,0.0,0.9625222222222222,0.9838888888888889,0.8192771084337349,0.8192771084337349,0.18072289156626506,1.0,1.0,0.0,0.035611111111111114,0.02328556796903331,0.02328556796903331,0.02328556796903331,0.18072289156626506,6225.0,5100.0,1125.0,0.3363529303871003,-1616.1843878470436,-6.183573406054584,1139.9999999999914,2040.0000000001899,469.761879335953,-3.3729999999999922,26.85820182237467,0.09377014624863023,0.0,-334.2811588357503,-899.9999999999831,-353.40000000000765,0.0,-3.0,-50.99999999999987,-14.144999999999891,
attn_mappo,Attn+MAPPO,4,-24.45772214913246,2.7217342650679357,1691.0654967565747,0.7229437229437229,0.27705627705627706,0.0,0.9583444444444444,0.9814444444444445,0.825883492012264,0.8257502420135527,0.17408841561794128,0.999838657631494,0.999838657631494,0.00016134236850596966,0.0385,0.024948377517670293,0.024948377517670293,0.024948377517670293,0.17408841561794128,6197.0,5118.0,1079.0,0.3304152983111713,-1587.8982741598552,-6.206440444767235,1184.0000000000218,2047.2000000001915,477.90931776830683,-3.748999999999986,28.42175266878568,0.015154795777400282,0.0,-347.6174173301976,-863.1999999999852,-292.20000000000533,0.0,-4.0,-57.59999999999981,-15.044999999999872,
attn_mappo,Attn+MAPPO,5,-16.257981121329472,2.636464219107778,1590.0869655956285,0.7369062119366626,0.2630937880633374,0.0,0.9416888888888888,0.9690555555555556,0.8326774752085628,0.8321535315400346,0.16721724083687273,0.9993707723769073,0.9993707723769073,0.0006292276230926538,0.04561111111111111,0.029992624845294743,0.029992624845294743,0.029992624845294743,0.16721724083687273,6353.0,5290.0,1063.0,0.3005835473715744,-1583.4636809732153,-6.41621860360735,1265.6000000000645,2116.000000000207,486.611760815269,-5.247999999999984,34.541147951248576,0.0,0.0,-275.6935063609374,-850.3999999999859,-162.90000000000046,0.0,-5.0,-64.79999999999974,-18.14999999999993,
attn_mappo,Attn+MAPPO,6,-27.148746145905424,2.7090478677000096,1637.6192293316553,0.7176470588235294,0.2823529411764706,0.0,0.9342222222222221,0.9710555555555556,0.817284350218482,0.817284350218482,0.18271564978151805,1.0,1.0,0.0,0.06138888888888889,0.016583314950544048,0.016583314950544048,0.016583314950544048,0.18271564978151805,6179.0,5050.0,1129.0,0.3242810355112189,-1561.4606939655837,-6.192007264687316,1116.8000000000156,2020.0000000001853,479.13123714882425,-5.919999999999993,45.19812302756104,0.031153843639870574,0.0,-337.6171337097734,-903.1999999999829,-254.40000000000393,0.0,-4.0,-93.59999999999947,-23.795000000000147,
attn_mappo,Attn+MAPPO,7,-28.860570817135454,2.781758923421224,1788.9614508749135,0.7437275985663082,0.25627240143369173,0.0,0.9680111111111112,0.9866111111111111,0.8195524519917473,0.8194224055855284,0.1804189146302761,0.9998413202158045,0.9998413202158045,0.00015867978419549348,0.031,0.021618901319599267,0.021618901319599267,0.021618901319599267,0.1804189146302761,6301.0,5164.0,1137.0,0.34642940566903824,-1644.5375412482197,-6.289323708126301,1155.9999999999975,2065.6000000001955,475.75634146863985,-2.8789999999999942,23.6184050063131,0.0365490633008278,0.0,-378.7814778661017,-909.5999999999825,-345.90000000000737,0.0,-3.0,-42.89999999999995,-12.459999999999926,
attn_mappo,Attn+MAPPO,8,-33.0714891517384,2.7884766806945023,1808.8494411171905,0.766398158803222,0.2336018411967779,0.0,0.9545888888888888,0.9835555555555555,0.8131763208147677,0.8131763208147677,0.18682367918523235,1.0,1.0,0.0,0.04827777777777778,0.024944860032439044,0.024944860032439044,0.024944860032439044,0.18682367918523235,6284.0,5110.0,1174.0,0.35398227810512534,-1645.790378686727,-6.43588222447648,1104.7999999999975,2044.0000000001908,473.58559096643717,-4.0869999999999855,37.880989699202836,0.0,0.0,-394.12540914840537,-939.1999999999808,-356.40000000000776,0.0,-3.0,-60.89999999999978,-19.98,
attn_mappo,Attn+MAPPO,9,-15.607916908223197,2.6438003853528347,1585.4947305896487,0.7540983606557377,0.2459016393442623,0.0,0.9556,0.98,0.8359960873818063,0.8359960873818063,0.16400391261819366,1.0,1.0,0.0,0.04066666666666666,0.013292942719278469,0.013292942719278469,0.013292942719278469,0.16400391261819366,6134.0,5128.0,1006.0,0.3091838398185742,-1549.4056687452621,-6.246513200162402,1246.4000000000192,2051.200000000192,471.65243346630604,-3.9959999999999964,31.47766741279689,0.03199999740600588,0.0,-269.5685296171573,-804.7999999999885,-195.3000000000017,0.0,-4.0,-53.999999999999844,-16.564999999999873,
attn_mappo,Attn+MAPPO,10,-7.780535624831823,2.565405778897213,1507.4750452489836,0.7298387096774194,0.2701612903225806,0.0,0.9643555555555555,0.9808888888888889,0.8451654352714424,0.8450297093303356,0.15480969969487715,0.9998394090252127,0.9998394090252127,0.00016059097478721696,0.027555555555555555,0.026611526651462537,0.026611526651462537,0.026611526651462537,0.15480969969487715,6226.0,5262.0,964.0,0.2864832849199893,-1547.094891889333,-6.299406750170042,1333.6000000000802,2104.8000000002044,483.55545126195904,-3.207999999999996,20.693171840670672,0.0,0.0,-231.63420270201476,-771.1999999999904,-135.59999999999943,0.0,-4.0,-40.199999999999974,-10.85999999999996,
mappo_no_han,MAPPO,1,-53.381869642694845,2.9768334734810953,1931.871068446449,0.726027397260274,0.273972602739726,0.0,0.9869,0.9893333333333333,0.7800503461296413,0.7800503461296413,0.21994965387035872,1.0,1.0,0.0,0.004055555555555555,0.014992625137235859,0.014992625137235859,0.014992625137235859,0.21994965387035872,6356.0,4958.0,1398.0,0.3896472505942818,-1712.763007472976,-5.4662825803384685,864.7999999999463,1983.200000000177,469.39950207452074,-1.1789999999999987,3.3851033595193383,0.0,0.0,-538.2489517360457,-1118.3999999999708,-632.9999999999953,0.0,-4.0,-5.999999999999998,-1.5900000000000012,
mappo_no_han,MAPPO,2,-58.36267187535378,3.057762389559481,2027.9099426790442,0.75,0.25,0.0,0.9873888888888889,0.9900555555555556,0.7742652899126291,0.7742652899126291,0.22573471008737092,1.0,1.0,0.0,0.0044444444444444444,0.02495000523214314,0.02495000523214314,0.02495000523214314,0.22573471008737092,6295.0,4874.0,1421.0,0.41606687375442025,-1715.2899020870013,-5.526992283468069,812.7999999999552,1949.6000000001693,462.97093510205445,-1.134999999999999,3.8200299773137414,0.005107188067584218,0.0,-583.9819595353496,-1136.7999999999697,-677.9999999999885,0.0,-4.0,-5.999999999999998,-1.8050000000000013,
mappo_no_han,MAPPO,3,-51.326338599813866,2.9552583535991706,1915.9994894178071,0.7432432432432432,0.25675675675675674,0.0,0.9902555555555556,0.9927222222222222,0.7861847389558233,0.7861847389558233,0.2138152610441767,1.0,1.0,0.0,0.004111111111111111,0.021611526756378875,0.021611526756378875,0.021611526756378875,0.2138152610441767,6225.0,4894.0,1331.0,0.39149969133996876,-1686.4819792162198,-5.535785545754407,892.7999999999477,1957.6000000001711,456.73827906243366,-0.8770000000000007,3.5035617122495766,0.0,0.0,-495.352228497464,-1064.7999999999738,-667.1999999999902,0.0,-3.0,-5.699999999999998,-1.6500000000000012,
mappo_no_han,MAPPO,4,-49.02448690804891,2.9438713383496133,1882.4172190585596,0.7808219178082192,0.2191780821917808,0.0,0.9900666666666667,0.9925,0.7881574701516618,0.7881574701516618,0.21184252984833818,1.0,1.0,0.0,0.004055555555555555,0.026594548146300186,0.026594548146300186,0.026594548146300186,0.21184252984833818,6198.0,4885.0,1313.0,0.3853464112709436,-1663.6221234607456,-5.455034611571634,903.5999999999448,1954.0000000001703,465.54413955352845,-0.8940000000000007,3.626156798229579,0.004662067509462154,0.0,-517.9251911276581,-1050.3999999999746,-617.3999999999977,0.0,-4.0,-4.799999999999999,-1.7150000000000012,
mappo_no_han,MAPPO,5,-48.88997656975125,2.9499453289238233,1877.7923700539143,0.7792207792207793,0.22077922077922077,0.0,0.9788777777777777,0.9814444444444445,0.7881649354737174,0.7877929841120025,0.21173509517067798,0.9995280792826805,0.9995280792826805,0.00047192071731949034,0.004277777777777778,0.021622418820035787,0.021622418820035787,0.021622418820035787,0.21173509517067798,6354.0,5008.0,1346.0,0.3749585403462289,-1688.9209610411972,-5.614688520237997,926.3999999999334,2003.2000000001815,465.9056180772878,-1.900999999999999,3.7211999905954674,0.0,0.0,-500.0976213277261,-1076.7999999999731,-599.4000000000004,0.0,-5.0,-5.099999999999999,-1.8000000000000014,
mappo_no_han,MAPPO,6,-51.206155304670276,2.984778487621161,1891.5764417355724,0.6941176470588235,0.3058823529411765,0.0,0.9861111111111112,0.9889444444444444,0.7824890759022496,0.7824890759022496,0.21751092409775044,1.0,1.0,0.0,0.004722222222222222,0.03990224002242997,0.03990224002242997,0.03990224002242997,0.21751092409775044,6179.0,4835.0,1344.0,0.3912257376909147,-1652.4444183878602,-5.468001044325058,858.7999999999571,1934.0000000001658,462.4121745866625,-1.2499999999999991,3.763925498898379,0.02889844338275055,0.0,-525.8078659805324,-1075.1999999999732,-628.1999999999961,0.0,-4.0,-7.799999999999997,-1.7800000000000014,
mappo_no_han,MAPPO,7,-51.2264111667231,2.989991743946996,1941.7644578391676,0.7183098591549296,0.28169014084507044,0.0,0.9913,0.9936666666666667,0.7870179336613236,0.7868930498254523,0.21294827039035227,0.9998413202158045,0.9998413202158045,0.00015867978419549348,0.003944444444444445,0.029887149748684696,0.029887149748684696,0.029887149748684696,0.21294827039035227,6301.0,4959.0,1342.0,0.39156371402282064,-1714.0497277617533,-5.515225908110834,909.9999999999363,1983.600000000177,462.3043251171916,-0.7830000000000006,3.228140000116965,0.06707200909693892,0.0,-540.8188553288397,-1073.5999999999733,-618.2999999999976,0.0,-3.0,-5.999999999999998,-1.5450000000000008,
mappo_no_han,MAPPO,8,-56.06949705409618,3.026244901209526,2012.0822421083433,0.7228915662650602,0.27710843373493976,0.0,0.9907888888888889,0.9935555555555555,0.7807129217059198,0.7807129217059198,0.2192870782940802,1.0,1.0,0.0,0.004611111111111111,0.029869829932000977,0.029869829932000977,0.029869829932000977,0.2192870782940802,6284.0,4906.0,1378.0,0.41012683287980906,-1719.4211708216387,-5.678986064656659,859.9999999999557,1962.4000000001722,459.5686605499402,-0.8290000000000006,3.831787002694752,0.0,0.0,-564.7570759538594,-1102.3999999999717,-678.8999999999884,0.0,-3.0,-6.899999999999998,-1.8000000000000014,
mappo_no_han,MAPPO,9,-44.35299779106339,2.9203698103278577,1810.2146660889111,0.7435897435897436,0.2564102564102564,0.0,0.9867333333333334,0.9893333333333333,0.7952396478643625,0.7952396478643625,0.20476035213563742,1.0,1.0,0.0,0.004333333333333333,0.023285567961430668,0.023285567961430668,0.023285567961430668,0.20476035213563742,6134.0,4878.0,1256.0,0.37109771752540205,-1635.5623762370851,-5.392920116513657,946.3999999999481,1951.2000000001697,456.9003890250978,-1.1939999999999977,3.6882784031053495,0.03199999740600588,0.0,-475.32926819589795,-1004.7999999999771,-571.2000000000047,0.0,-4.0,-5.999999999999998,-1.7450000000000012,
mappo_no_han,MAPPO,10,-50.70372031511864,2.960283102971638,1874.1353211990827,0.8055555555555556,0.19444444444444445,0.0,0.9853222222222222,0.9877222222222222,0.7870563674321504,0.7870563674321504,0.21294363256784968,1.0,1.0,0.0,0.004,0.028303834498596903,0.028303834498596903,0.028303834498596903,0.21294363256784968,6227.0,4901.0,1326.0,0.3823985556415186,-1670.653126701405,-5.486103271105351,899.599999999952,1960.4000000001718,459.5877863321184,-1.3209999999999986,3.697413997408657,0.0,0.0,-520.933190121771,-1060.799999999974,-637.4999999999947,0.0,-4.0,-4.199999999999999,-1.7400000000000013,
