method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,effective_latency_score,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,selected_offload
min_distance,Min-Distance,4,944.1165580884791,2.106642552861591,28533.880514595716,0.7837837837837838,0.21621621621621623,0.0,0.98795,0.990725,0.9348645123895087,0.9346613545816733,0.06512133285041652,0.9997826874320899,0.9997826874320899,0.00021731256791017748,0.29723364357074267,0.5911909216600386,0.06512133285041652,13802.0,12903.0,899.0,0.0
min_distance,Min-Distance,5,954.1111885502254,2.1134681874886647,28923.129365529265,0.874251497005988,0.12574850299401197,0.0,0.988695,0.9912,0.9357495881383855,0.9356825669674832,0.06424581005586592,0.9999283770233491,0.9999283770233491,7.162297665090961e-05,0.2971299592092858,0.5917590096994504,0.06424581005586592,13961.0,13064.0,897.0,0.0
min_distance,Min-Distance,6,948.548588317625,2.1217063388231785,28859.622752592808,0.7724867724867724,0.2275132275132275,0.0,0.987815,0.99065,0.9352098481030884,0.9350752177355502,0.06478082487583675,0.999856042611387,0.999856042611387,0.00014395738861297056,0.29588988391382515,0.5919775679385968,0.06478082487583675,13891.0,12991.0,900.0,0.0
min_distance,Min-Distance,7,962.083716537933,2.1243539164609,29362.410896771944,0.8021978021978022,0.1978021978021978,0.0,0.988095,0.990825,0.9392948535683822,0.9391613361762615,0.06069651741293532,0.9998578535891969,0.9998578535891969,0.00014214641080312722,0.2970152054733446,0.5926218071531146,0.06069651741293532,14068.0,13214.0,854.0,0.0
min_distance,Min-Distance,8,951.8954695920072,2.1249260422744793,29102.968141813526,0.7891891891891892,0.21081081081081082,0.0,0.9879749999999999,0.99075,0.9343463302752294,0.9342793664444923,0.06564896438041998,0.9999283308249122,0.9999283308249122,7.166917508779473e-05,0.2953812808930219,0.5915335598397126,0.06564896438041998,13952.0,13036.0,916.0,0.0
min_distance,Min-Distance,9,934.8120747358362,2.124621110945913,28617.294064396843,0.8066298342541437,0.19337016574585636,0.0,0.988135,0.99085,0.9320232896652111,0.9319554617567862,0.06797176333600174,0.999927225092788,0.999927225092788,7.27749072119933e-05,0.2947230328109316,0.5921826755932398,0.06797176333600174,13740.0,12806.0,934.0,0.0
min_distance,Min-Distance,10,950.2002132326676,2.103777886912335,28694.380630045896,0.7604166666666666,0.23958333333333334,0.0,0.987695,0.990575,0.9331800546055468,0.9331800546055468,0.06681994539445323,1.0,1.0,0.0,0.29695980434686897,0.5935430064002042,0.06681994539445323,13918.0,12988.0,930.0,0.0
dqn,DQN,1,916.5659912054196,2.170866818195772,23590.490238747047,0.8375796178343949,0.1624203821656051,0.0,0.9758149999999999,0.980525,0.9185455586572185,0.9183483612423071,0.08143695434378131,0.9997853155860884,0.9997853155860884,0.00021468441391155003,0.28261612912382283,0.48897104100319844,0.08143695434378131,13971.0,12833.0,1138.0,
dqn,DQN,2,907.2561664354561,2.2124814130878026,24222.533623699957,0.7950310559006211,0.20496894409937888,0.0,0.9722449999999999,0.977075,0.9107613417847732,0.910501957992168,0.08921324314702742,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.2755598748498971,0.4901901371719079,0.08921324314702742,14041.0,12788.0,1253.0,
dqn,DQN,3,913.2841300440269,2.150942671336259,23036.501135491046,0.8193146417445483,0.1806853582554517,0.0,0.9754099999999999,0.980225,0.9182896155228171,0.9181576489185888,0.08169864194869585,0.9998562908672847,0.9998562908672847,0.00014370913271538407,0.2842261017563613,0.48830323391348723,0.08169864194869585,13915.0,12778.0,1137.0,
dqn,DQN,4,902.5063079374423,2.177476139541663,23455.72799625023,0.8275862068965517,0.1724137931034483,0.0,0.9758149999999999,0.9806,0.9165942028985508,0.916262223831945,0.08337558855487143,0.9996378123868164,0.9996378123868164,0.0003621876131836291,0.2813876116399539,0.4916072916849213,0.08337558855487143,13800.0,12649.0,1151.0,
dqn,DQN,5,906.6091103847049,2.1940159144345723,23836.745411016578,0.8607594936708861,0.13924050632911392,0.0,0.9741349999999999,0.978875,0.9137474031091052,0.9135510671823521,0.08623406388769517,0.9997851310700473,0.9997851310700473,0.00021486892995272884,0.27862167649443936,0.48681141529608857,0.08623406388769517,13959.0,12755.0,1204.0,
dqn,DQN,6,909.5601359604652,2.1824564565748794,23752.313831822015,0.808641975308642,0.19135802469135801,0.0,0.97559,0.98045,0.9165526675786594,0.9162887785215577,0.08342330670121643,0.9997120852227741,0.9997120852227741,0.0002879147772259411,0.280890620699939,0.489285148855271,0.08342330670121643,13889.0,12730.0,1159.0,
dqn,DQN,7,915.4309798491312,2.197751548633756,24163.385581606304,0.8161993769470405,0.1838006230529595,0.0,0.97381,0.978625,0.9164652353192094,0.9162046908315565,0.08351101634683725,0.9997157071783938,0.9997157071783938,0.00028429282160625445,0.27901144801567707,0.49055135247729426,0.08351101634683725,14066.0,12891.0,1175.0,
dqn,DQN,8,906.7250207837496,2.1932048518932947,23798.06059345783,0.7944785276073619,0.20552147239263804,0.0,0.975385,0.980275,0.9124731182795699,0.9122769296925393,0.08750806278219737,0.9997849924747366,0.9997849924747366,0.00021500752526338422,0.2786608671662797,0.4905532490170627,0.08750806278219737,13950.0,12729.0,1221.0,
dqn,DQN,9,895.1235651492602,2.1919831257705096,23560.863516539175,0.8136645962732919,0.18633540372670807,0.0,0.97547,0.9803,0.9150407687827606,0.9147078087475439,0.08492831671639618,0.99963612546394,0.99963612546394,0.0003638745360599665,0.279534693963516,0.48818236309184254,0.08492831671639618,13736.0,12569.0,1167.0,
dqn,DQN,10,898.1042105659106,2.1907086122677786,23715.313319382763,0.8317757009345794,0.16822429906542055,0.0,0.9742099999999999,0.979025,0.9080327633280644,0.9080327633280644,0.09196723667193563,1.0,1.0,0.0,0.277247065106675,0.488064994443979,0.09196723667193563,13918.0,12638.0,1280.0,
mappo_no_han,MAPPO (no HAN),1,793.6024395477367,2.2319167016686015,17291.934386701127,0.8363636363636363,0.16363636363636364,0.0,0.988575,0.99105,0.8872029773833381,0.8870759982825247,0.11278087877486762,0.9998568770573923,0.9998568770573923,0.0001431229426077,0.2713377960977126,0.48807828234287093,0.11278087877486762,13972.0,12396.0,1576.0,
mappo_no_han,MAPPO (no HAN),2,803.420066775989,2.232314913793027,17649.3271887774,0.7621621621621621,0.23783783783783785,0.0,0.98785,0.990625,0.8940958621180828,0.8938412246351014,0.10587397650409398,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.2731729665286952,0.48848985955135205,0.10587397650409398,14041.0,12554.0,1487.0,
mappo_no_han,MAPPO (no HAN),3,792.5967810310588,2.222212749060021,17049.841720002332,0.7569060773480663,0.2430939226519337,0.0,0.98791,0.990625,0.8928571428571429,0.8927929869943235,0.10713515843931883,0.9999281454336423,0.9999281454336423,7.185456635769203e-05,0.27372466949578594,0.4883090781810197,0.10713515843931883,13916.0,12425.0,1491.0,
mappo_no_han,MAPPO (no HAN),4,785.0077779617698,2.2336398416412337,17124.607801836853,0.8095238095238095,0.19047619047619047,0.0,0.988405,0.9909250000000001,0.8898710331835966,0.8896776530242666,0.11010503440782325,0.9997826874320899,0.9997826874320899,0.00021731256791017748,0.2719418004792798,0.4894597881478674,0.11010503440782325,13802.0,12282.0,1520.0,
mappo_no_han,MAPPO (no HAN),5,793.3588055889667,2.2332127780282076,17402.83842864761,0.8433734939759037,0.1566265060240964,0.0,0.9885849999999999,0.991075,0.8900508559558771,0.8899871078642029,0.10994126915914626,0.9999283770233491,0.9999283770233491,7.162297665090961e-05,0.2721218693081192,0.487918692096516,0.10994126915914626,13961.0,12426.0,1535.0,
mappo_no_han,MAPPO (no HAN),6,787.2738697447121,2.239074841776909,17358.651318193137,0.7611111111111111,0.2388888888888889,0.0,0.98795,0.99065,0.8853934202001296,0.8852659612754624,0.11459008133592456,0.999856042611387,0.999856042611387,0.00014395738861297056,0.2700149114067093,0.48892476186094447,0.11459008133592456,13891.0,12299.0,1592.0,
mappo_no_han,MAPPO (no HAN),7,801.8788714619801,2.2287731290458903,17715.285928124318,0.8303030303030303,0.1696969696969697,0.0,0.9885499999999999,0.991025,0.8917401194199602,0.8916133617626155,0.10824449182658138,0.9998578535891969,0.9998578535891969,0.00014214641080312722,0.2729843050418629,0.48782045411588626,0.10824449182658138,14068.0,12545.0,1523.0,
mappo_no_han,MAPPO (no HAN),8,788.4750344974262,2.2460319510830993,17537.08566394236,0.7784090909090909,0.2215909090909091,0.0,0.9881099999999999,0.99075,0.8869696100917431,0.8869060417114599,0.1130222891134523,0.9999283308249122,0.9999283308249122,7.166917508779473e-05,0.2699790827946399,0.48334810645364706,0.1130222891134523,13952.0,12375.0,1577.0,
mappo_no_han,MAPPO (no HAN),9,784.8946370244461,2.2343654036349734,17123.76661436417,0.8363636363636363,0.16363636363636364,0.0,0.988575,0.99105,0.8918486171761281,0.891783712975766,0.10814351211702206,0.999927225092788,0.999927225092788,7.27749072119933e-05,0.2725712694874328,0.48790273794832506,0.10814351211702206,13740.0,12254.0,1486.0,
mappo_no_han,MAPPO (no HAN),10,790.9643319378964,2.2298938424135137,17175.1478697229,0.7976878612716763,0.2023121387283237,0.0,0.988255,0.99085,0.8906452076447765,0.8906452076447765,0.10935479235522345,1.0,1.0,0.0,0.27251192225663906,0.4841265460251856,0.10935479235522345,13918.0,12396.0,1522.0,
joint_greedy,Joint Greedy,1,893.803874845032,2.2253696439055273,27375.365411033577,0.863013698630137,0.136986301369863,0.006802721088435374,0.9419100000000001,0.9441,0.8952755905511811,0.8950193215972521,0.10469443251753256,0.9997137541147846,0.9997137541147846,0.0002862458852154,0.26137396400397217,0.40161641782906693,0.10469443251753256,13970.0,12507.0,1463.0,
joint_greedy,Joint Greedy,2,896.5455359800559,2.2380215249920328,28191.942686691615,0.8037974683544303,0.1962025316455696,0.0,0.9458300000000001,0.9482,0.8955914820881704,0.8953364186543253,0.10437878248487006,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.26152884973731116,0.3982460412629373,0.10437878248487006,14041.0,12575.0,1466.0,
joint_greedy,Joint Greedy,3,903.906686829513,2.176775736929896,27264.445064176307,0.7926829268292683,0.2073170731707317,0.006060606060606061,0.9522400000000001,0.9547,0.9037659910881127,0.9035711719479773,0.09621326435294963,0.999784436300927,0.999784436300927,0.0002155636990730761,0.27084587771602253,0.39761934923802333,0.09621326435294963,13914.0,12575.0,1339.0,
joint_greedy,Joint Greedy,4,882.480359960385,2.218899580795066,27262.814531494972,0.8639455782312925,0.1360544217687075,0.0,0.9465700000000001,0.948775,0.8931884057971015,0.8928649040202825,0.10677290836653386,0.9996378123868164,0.9996378123868164,0.0003621876131836291,0.26256150929372113,0.3940486905403024,0.10677290836653386,13800.0,12326.0,1474.0,
joint_greedy,Joint Greedy,5,887.4531227053434,2.2336397005929207,27536.511182839942,0.8811188811188811,0.11888111888111888,0.006944444444444444,0.9420050000000001,0.94415,0.8911096783437209,0.8909182065606647,0.10886692450938261,0.9997851310700473,0.9997851310700473,0.00021486892995272884,0.25953707984760765,0.3926642486118848,0.10886692450938261,13959.0,12439.0,1520.0,
joint_greedy,Joint Greedy,6,898.2851186872091,2.212636872628311,27727.204160416604,0.7710843373493976,0.2289156626506024,0.0,0.9514850000000001,0.953975,0.9012167902656779,0.9009573166342763,0.0987547685884978,0.9997120852227741,0.9997120852227741,0.0002879147772259411,0.2668360622146618,0.39005645457264254,0.0987547685884978,13889.0,12517.0,1372.0,
joint_greedy,Joint Greedy,7,900.6046341869943,2.2325685682122978,27998.864173563194,0.8456375838926175,0.15436241610738255,0.0,0.94664,0.948875,0.8976254798805631,0.8973702914001421,0.1023454157782516,0.9997157071783938,0.9997157071783938,0.00028429282160625445,0.2627899748220409,0.3990261219441004,0.1023454157782516,14066.0,12626.0,1440.0,
joint_greedy,Joint Greedy,8,886.9606250177052,2.2400364090753335,27718.80259427597,0.8235294117647058,0.17647058823529413,0.0,0.9460550000000001,0.94835,0.8907605189592144,0.8906328388160252,0.10922382283379918,0.9998566616498245,0.9998566616498245,0.00014333835017558947,0.26005499443339863,0.3966595901382931,0.10922382283379918,13951.0,12427.0,1524.0,
joint_greedy,Joint Greedy,9,874.9312253252053,2.234735582040468,27349.226787707248,0.84,0.16,0.0,0.9462500000000001,0.9485,0.8913961275294803,0.89120151371807,0.10858016156029401,0.999781675278364,0.999781675278364,0.00021832472163597991,0.26070119518819257,0.3946568800869685,0.10858016156029401,13738.0,12246.0,1492.0,
joint_greedy,Joint Greedy,10,890.3144087935491,2.211373358180038,27433.12682192541,0.8355263157894737,0.16447368421052633,0.0,0.9466200000000001,0.9489,0.892872539157925,0.892872539157925,0.10712746084207501,1.0,1.0,0.0,0.26319300459560274,0.39973463600180414,0.10712746084207501,13918.0,12427.0,1491.0,
full_local,Full-Local,1,855.2074332959382,2.292864374129117,26672.608170957847,0.8785714285714286,0.12142857142857143,0.0,0.9154750000000001,0.917575,0.8698733089972085,0.8696865607556892,0.13009875483039932,0.9997853155860884,0.9997853155860884,0.00021468441391155003,0.24178836834674802,0.5255769753767009,0.13009875483039932,13971.0,12153.0,1818.0,
full_local,Full-Local,2,855.5861979223968,2.312237640619602,27424.128711939808,0.7935483870967742,0.2064516129032258,0.0,0.9148750000000002,0.9172,0.8687415426251691,0.868494126023496,0.13122107511569953,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.23988724534786443,0.5272374042881747,0.13122107511569953,14041.0,12198.0,1843.0,
full_local,Full-Local,3,853.5915686284015,2.2671399391297316,26296.25225299021,0.7987012987012987,0.2012987012987013,0.0,0.9149150000000001,0.917225,0.870499461013295,0.8703743622907236,0.12948192857656105,0.9998562908672847,0.9998562908672847,0.00014370913271538407,0.24373567539544483,0.5263263292091429,0.12948192857656105,13915.0,12113.0,1802.0,
full_local,Full-Local,4,838.755857485123,2.2949627727864605,26426.48626445326,0.8601398601398601,0.13986013986013987,0.0,0.9153550000000001,0.9175,0.8639855072463768,0.863672582397682,0.13596522998913438,0.9996378123868164,0.9996378123868164,0.0003621876131836291,0.23993200262838457,0.5269144003914865,0.13596522998913438,13800.0,11923.0,1877.0,
full_local,Full-Local,5,846.3075854448836,2.3042148873306787,26822.535612248925,0.8913043478260869,0.10869565217391304,0.0,0.9155550000000001,0.917625,0.8639587362991619,0.86377309840997,0.13601203266007736,0.9997851310700473,0.9997851310700473,0.00021486892995272884,0.23934029900628415,0.5250447318032808,0.13601203266007736,13959.0,12060.0,1899.0,
full_local,Full-Local,6,844.3652069409566,2.3076024257236534,26711.290090875842,0.7834394904458599,0.21656050955414013,0.0,0.9147950000000002,0.91715,0.8655050759593923,0.8652558842582595,0.1344562009645145,0.9997120852227741,0.9997120852227741,0.0002879147772259411,0.23930680135078797,0.527241343361657,0.1344562009645145,13889.0,12021.0,1868.0,
full_local,Full-Local,7,855.5591332052944,2.313748096762153,27026.180729056414,0.8424657534246576,0.15753424657534246,0.0,0.9152350000000001,0.917425,0.8679795250959761,0.8677327647476901,0.13198294243070363,0.9997157071783938,0.9997157071783938,0.00028429282160625445,0.23966196999700765,0.525693981573119,0.13198294243070363,14066.0,12209.0,1857.0,
full_local,Full-Local,8,845.5744815026957,2.310657281594446,26893.979735524135,0.831081081081081,0.16891891891891891,0.0,0.9151550000000002,0.917375,0.8632356103505125,0.8631118755823121,0.13674478606751236,0.9998566616498245,0.9998566616498245,0.00014333835017558947,0.23858741069027725,0.5250422332182747,0.13674478606751236,13951.0,12043.0,1908.0,
full_local,Full-Local,9,832.7414609642202,2.311355259429454,26507.398554041825,0.8482758620689655,0.15172413793103448,0.0,0.9152750000000002,0.91745,0.8629349250254768,0.8627465249981806,0.1370351502801834,0.999781675278364,0.999781675278364,0.00021832472163597991,0.23846741403511215,0.5252818828660125,0.1370351502801834,13738.0,11855.0,1883.0,
full_local,Full-Local,10,847.346809208837,2.2901617785391934,26596.47163370852,0.8601398601398601,0.13986013986013987,0.0,0.9153550000000001,0.9175,0.8645638741198448,0.8645638741198448,0.1354361258801552,1.0,1.0,0.0,0.24053007671444612,0.5253188256016396,0.1354361258801552,13918.0,12033.0,1885.0,
random,Random,1,720.6482465488305,2.553146422983332,28042.68979696223,0.8053391237705965,0.1946608762294035,0.0006807641577670936,0.45137000000000016,0.803675,0.8269960615825277,0.8264634320881638,0.1728925146701016,0.9993559467582653,0.9993559467582653,0.0006440532417346501,0.10498886196432569,0.2859668711002825,0.1728925146701016,13965.0,11549.0,2416.0,0.0
random,Random,2,721.5398938347765,2.584409130897929,28610.506879105174,0.8085877537097049,0.19141224629029507,0.001192504258943782,0.45324499999999945,0.805025,0.8254794325229914,0.8244215023139907,0.17429690281238874,0.9987184051263795,0.9987184051263795,0.0012815948736205054,0.10424728600183471,0.28253352959225253,0.17429690281238874,14027.0,11579.0,2448.0,0.0
random,Random,3,719.4821595249808,2.5233675897134833,27624.856232196827,0.8038388707178517,0.19616112928214838,0.0013323591352559418,0.4520350000000011,0.800575,0.8272191051647245,0.8263275131134583,0.17259466839117626,0.9989221815046346,0.9989221815046346,0.0010778184953653806,0.10601475658706903,0.2894178124959052,0.17259466839117626,13902.0,11500.0,2402.0,0.0
random,Random,4,692.241974090302,2.5800494815714283,27699.202548796427,0.7993267736923874,0.20067322630761264,0.0007761966364812419,0.4482950000000012,0.795875,0.8136146150500217,0.8129663165519739,0.1862368706990221,0.999203187250996,0.999203187250996,0.0007968127490039841,0.10179991554717195,0.2975689345823471,0.1862368706990221,13794.0,11223.0,2571.0,0.0
random,Random,5,710.6350585828898,2.569316214844585,28181.961197082135,0.8040699414304647,0.1959300585695353,0.0008542992610311392,0.4500599999999989,0.800925,0.8225089605734767,0.8218020340925369,0.1773384901876522,0.9991405242801891,0.9991405242801891,0.0008594757198109154,0.10362215091099479,0.29784682248178485,0.1773384901876522,13950.0,11474.0,2476.0,0.0
random,Random,6,709.0142897420261,2.569311043034244,28101.037277315245,0.8037066813354208,0.1962933186645792,0.0009722691917483936,0.44788000000000106,0.8023750000000001,0.8236311239193084,0.8228604333117397,0.17620384366227596,0.9990642769740157,0.9990642769740157,0.0009357230259843086,0.1032531842779293,0.29486644904956605,0.17620384366227596,13880.0,11432.0,2448.0,0.0
random,Random,7,723.7906890755944,2.5661213932590288,28543.402303648818,0.8062035375544732,0.19379646244552678,0.001109593717992489,0.4529599999999996,0.8040499999999999,0.8265509391007398,0.825728500355366,0.1732764747690121,0.9990049751243781,0.9990049751243781,0.0009950248756218905,0.10488201053053688,0.3049519766226279,0.1732764747690121,14056.0,11618.0,2438.0,0.0
random,Random,8,694.7965943723128,2.6034130634314723,28180.37127810791,0.8015713736709509,0.19842862632904906,0.0008959044368600683,0.44484,0.796125,0.8098722915769838,0.8090016483910271,0.18992331398265605,0.9989249623736831,0.9989249623736831,0.0010750376263169211,0.0998709520488778,0.294105503818398,0.18992331398265605,13938.0,11288.0,2650.0,0.0
random,Random,9,705.3740775811597,2.5682640687882143,27859.856080049405,0.8084203378321025,0.19157966216789746,0.0007209805335255948,0.45321999999999996,0.80665,0.8233022442436607,0.8222836765883124,0.17647914998908376,0.9987628265773961,0.9987628265773961,0.0012371734226038862,0.1044416558637477,0.29774707056887834,0.17647914998908376,13724.0,11299.0,2425.0,0.0
random,Random,10,706.213040806824,2.560697533156328,27876.620593604977,0.8014111168473584,0.19858888315264153,0.0008596973865199449,0.4518649999999983,0.8005,0.8192996332782052,0.818652105187527,0.1805575513723236,0.9992096565598505,0.9992096565598505,0.0007903434401494467,0.10388982216713312,0.29478308227429667,0.1805575513723236,13907.0,11394.0,2513.0,0.0
