method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,handover_frequency,active_load_balance_score,avg_load_balance_score,mec_activity_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,reward_delay,reward_energy,reward_qos,reward_task_success,reward_deadline_slack,reward_service_continuity,reward_handover,reward_load_balance,reward_enqueue,penalty_deadline,penalty_task_failure,penalty_queue_full,penalty_invalid_action,penalty_blocked,penalty_failed_handover,penalty_handover_cost,selected_offload
han_mappo_latency_priority_multiuser_u35,HAN+MAPPO,1,-49.82095919595608,2.7749666860653317,1927.7144710302066,0.7232366630862872,0.27676333691371285,0.0021436227224008574,0.8636285714285719,0.9434285714285714,0.7897303888362011,0.7893026404874746,0.21015572105619498,0.9994583615436696,0.9994583615436696,0.0005416384563303995,0.133,0.04488397329063633,0.04488397329063633,0.09528619293123483,0.21015572105619498,7381.0,5829.0,1552.0,-1900.0627433735374,-6.775588762984619,1089.9999999999668,2331.600000000256,547.7513914737165,-12.27342857142863,122.30749115135937,0.08006979812631623,0.0,-477.85400179659985,-1241.5999999999638,-389.100000000009,-5.0,-3.0,-228.90000000000296,-60.645000000001524,
han_mappo_latency_priority_multiuser_u35,HAN+MAPPO,2,-61.89685281411544,2.945612558343816,2167.1206676439942,0.7347391786903441,0.26526082130965595,0.0011086474501108647,0.8735809523809528,0.9508095238095238,0.7773218437970182,0.7768967874231032,0.22255639097744362,0.9994531784005468,0.9994531784005468,0.0005468215994531784,0.12871428571428573,0.06320092939582857,0.06320092939582857,0.10774410494292776,0.22255639097744362,7311.0,5683.0,1628.0,-1948.2158861971293,-6.720224039797947,970.7999999999491,2273.2000000002427,530.8436337691685,-11.37771428571432,121.15238646028614,0.12711808280540948,0.0,-583.3498777165538,-1302.3999999999603,-569.7000000000049,-3.5,-5.0,-213.00000000000236,-59.63000000000149,
han_mappo_latency_priority_multiuser_u35,HAN+MAPPO,3,-69.94032756031615,2.98351149112851,2207.525193805743,0.7171833141982396,0.28281668580176045,0.0011467889908256881,0.8764857142857145,0.9511428571428572,0.7657534246575343,0.7655436866611887,0.2341824157764996,0.9997261024376883,0.9997261024376883,0.0002738975623116954,0.12442857142857143,0.04991150419219189,0.04991150419219189,0.102020199286441,0.2341824157764996,7300.0,5590.0,1710.0,-1984.135887246457,-6.5819409380210825,867.9999999999403,2236.000000000234,513.9421295934011,-11.116285714285745,113.61365132731838,0.005813344932457004,0.0,-627.2165297690616,-1367.9999999999566,-654.2999999999921,-3.5,-2.0,-219.6000000000026,-56.235000000001364,
attn_mappo,Attn+MAPPO,1,-40.96641955472388,2.7311386276646235,1886.569089382143,0.7300716997047659,0.26992830029523407,0.0008428150021070375,0.8842095238095239,0.951952380952381,0.8030610862792903,0.8028436018957346,0.1968855788761002,0.9997291807718348,0.9997291807718348,0.00027081922816519973,0.11290476190476191,0.04816379474695845,0.04816379474695845,0.0943181793515881,0.1968855788761002,7383.0,5929.0,1454.0,-1884.1036988303447,-6.781282412722686,1208.4000000000028,2371.600000000265,557.3857337993561,-10.4211428571429,98.38737520374768,-0.010665148006159426,0.0,-428.23562676852254,-1163.1999999999682,-363.90000000000805,-1.0,-4.0,-191.40000000000154,-51.94500000000121,
attn_mappo,Attn+MAPPO,2,-56.64808427623283,2.915794109911143,2122.9825150683755,0.7302204928664072,0.2697795071335927,0.0,0.8892476190476192,0.9553333333333334,0.7797537619699042,0.7792207792207793,0.22009569377990432,0.9993164730006835,0.9993164730006835,0.000683526999316473,0.11014285714285714,0.03824132023694875,0.03824132023694875,0.09638046886151036,0.22009569377990432,7310.0,5700.0,1610.0,-1939.1829913564377,-6.724802419776111,991.9999999999507,2280.000000000244,532.4499211281592,-9.967714285714285,95.65612873415405,0.040653942474195445,0.0,-552.3794083841826,-1287.9999999999611,-511.20000000001363,0.0,-6.0,-187.20000000000138,-50.68500000000116,
attn_mappo,Attn+MAPPO,3,-54.671794217953504,2.9010654298950898,2121.6188281522896,0.7214587737843552,0.2785412262156448,0.0,0.9092761904761906,0.9633333333333334,0.7837282564032324,0.7836209257737606,0.21624212544508353,0.9998630512188441,0.9998630512188441,0.0001369487811558477,0.09009523809523809,0.058226570713650505,0.058226570713650505,0.09730639460807046,0.21624212544508353,7301.0,5722.0,1579.0,-1950.3132181174885,-6.7272507183736145,1025.5999999999353,2288.800000000246,526.1144354223438,-8.16514285714287,77.71823955487926,0.0,0.0,-543.2922693549258,-1263.1999999999625,-554.1000000000073,0.0,-5.0,-158.10000000000028,-40.95000000000079,
pdqn,PDQN,1,-40.453939614873725,2.8335514640713946,1150.7094827531776,0.7430610626486915,0.25693893735130846,0.000792393026941363,0.9124000000000002,0.9484285714285714,0.7895949058393171,0.789167230873392,0.21029113067027758,0.9994583615436696,0.9994583615436696,0.0005416384563303995,0.06004761904761905,0.20927693704438866,0.20927693704438866,0.17702019878973563,0.21029113067027758,7381.0,5828.0,1553.0,-1877.4926790552572,-3.269308385049838,1088.799999999951,2331.200000000256,520.2243272657408,-7.884000000000033,63.91108307483483,0.03507930149280368,0.0,-455.09680256094026,-1242.3999999999637,-344.1000000000073,-1.5,-6.0,-96.29999999999944,-28.190000000000303,
pdqn,PDQN,2,-63.61972877768467,3.0480829797578997,1485.710851087368,0.7181705809641533,0.28182941903584674,0.0012345679012345679,0.8907238095238097,0.936952380952381,0.7575259989053093,0.7568010936431989,0.24224196855775804,0.999043062200957,0.999043062200957,0.0009569377990430622,0.07704761904761905,0.1809064498674835,0.1809064498674835,0.17053871775666873,0.24224196855775804,7308.0,5536.0,1772.0,-1918.6248027677134,-3.466392289965992,796.7999999999553,2214.4000000002293,495.2000921966262,-9.834857142857146,77.31661500121662,0.031105419457050965,0.0,-605.7475338413972,-1417.5999999999538,-545.7000000000086,-3.0,-5.0,-134.9999999999994,-35.02000000000055,
pdqn,PDQN,3,-71.62015716633051,3.070510581392444,1464.0827923569682,0.7105,0.2895,0.0,0.8637619047619047,0.9209047619047619,0.739607627932501,0.738290879211175,0.259928786633799,0.998219665844974,0.998219665844974,0.0017803341550260202,0.09523809523809523,0.15767423470966851,0.15767423470966851,0.16111110830679537,0.259928786633799,7289.0,5391.0,1898.0,-1903.0014372356704,-3.52680441271267,637.9999999999665,2156.400000000216,472.25671806019915,-12.261428571428626,93.44950261270053,0.0098090247001346,0.0,-634.5019206685563,-1518.399999999948,-519.9000000000125,-2.5,-5.0,-172.2000000000008,-42.735000000000824,
han_pdqn,HAN+PDQN,1,-47.7670380405135,2.879644059928616,1212.9022306068925,0.7149725274725275,0.2850274725274725,0.00205620287868403,0.8949714285714286,0.9365714285714286,0.7746307087681258,0.7740013540961408,0.22518618821936356,0.9991875423155044,0.9991875423155044,0.0008124576844955991,0.06933333333333333,0.17616541862598653,0.17616541862598653,0.16620370075106622,0.22518618821936356,7379.0,5716.0,1663.0,-1877.6662659744964,-3.4453809351002858,955.9999999999187,2286.4000000002457,510.2877419232556,-9.452571428571469,66.90972267866098,0.04796370082262076,0.0,-499.7942445578076,-1330.3999999999587,-336.600000000007,-2.5,-3.0,-122.99999999999919,-31.36500000000043,
