method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,effective_latency_score,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,reward_delay,reward_energy,reward_qos,reward_service_continuity,reward_handover,reward_load_balance,reward_enqueue,penalty_deadline,penalty_queue_full,penalty_invalid_action,penalty_blocked,penalty_failed_handover,penalty_handover_cost,selected_offload
mappo_no_han,MAPPO (no HAN),1,292.41853070664996,2.223821631952291,16492.50850399913,0.8242424242424242,0.17575757575757575,0.0,0.988525,0.991,0.8867735470941884,0.8866466294547016,0.11321024760269072,0.9998568770573923,0.9998568770573923,0.0001431229426077,0.27187371369889723,0.4876443133519898,0.11321024760269072,13972.0,12390.0,1582.0,1316.547041158282,1833.2623724400148,3242.4000000005053,-3.4424999999999923,8.719502024703157,-0.18415581246874158,122.55999999999794,-84.92190056016972,-496.20000000001306,0.0,-8.0,-8.7,-4.079999999999989,
mappo_no_han,MAPPO (no HAN),2,296.7182064921512,2.222227748231921,16820.434700447306,0.7653631284916201,0.2346368715083799,0.0,0.9879899999999999,0.990675,0.8948080621038388,0.8945532217871128,0.10516197935208259,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.2742852792073458,0.4876650949111073,0.10516197935208259,14041.0,12564.0,1477.0,1335.3301607423944,1837.1934794932959,3326.100000000556,-3.6029999999999935,8.805478863420396,-0.09708293323463604,122.17333333333123,-77.4762329334632,-517.8000000000128,0.0,-8.0,-12.600000000000009,-4.10999999999999,
mappo_no_han,MAPPO (no HAN),3,293.1713517621009,2.2137026201952428,16300.211092389743,0.7527472527472527,0.24725274725274726,0.0,0.9878699999999999,0.9906,0.8930008623167577,0.8929366961270389,0.10699144930660344,0.9999281454336423,0.9999281454336423,7.185456635769203e-05,0.27448257609766863,0.4880814569703252,0.10699144930660344,13916.0,12427.0,1489.0,1306.3584347603353,1826.3968336141536,3281.400000000529,-3.638999999999991,8.812969710394537,-0.12475696536529081,122.49666666666462,-77.5946904456233,-502.8000000000133,0.0,-8.0,-13.50000000000001,-4.10999999999999,
mappo_no_han,MAPPO (no HAN),4,289.6491311513477,2.2250414448388294,16344.337775874375,0.791907514450867,0.20809248554913296,0.0,0.9882299999999999,0.990825,0.8893638603101,0.8891705903658095,0.11061209706628033,0.9997826874320899,0.9997826874320899,0.00021731256791017748,0.2724631814959875,0.4884694015092215,0.11061209706628033,13802.0,12275.0,1527.0,1298.6363767258847,1808.9349333618848,3224.4000000004944,-3.5309999999999917,8.809325487666783,-0.13925003082049797,121.40666666666473,-81.56217910778658,-492.6000000000129,0.0,-8.0,-10.800000000000004,-4.10999999999999,
mappo_no_han,MAPPO (no HAN),5,292.89899367734506,2.2205712368964172,16617.071035451,0.8662420382165605,0.1337579617834395,0.0,0.988845,0.9912,0.8909103932383067,0.8908465835840138,0.10908179343933534,0.9999283770233491,0.9999283770233491,7.162297665090961e-05,0.2735257583660978,0.4874182344300519,0.10908179343933534,13961.0,12438.0,1523.0,1318.5896252727748,1827.6439344682265,3274.500000000525,-3.346499999999991,8.719065949373356,-0.02222702031370759,121.50666666666451,-79.53427341446792,-525.3000000000117,0.0,-8.0,-6.299999999999998,-4.079999999999989,
joint_greedy,Joint Greedy,1,300.8251182934468,2.244870672008131,27187.788913556506,0.8794326241134752,0.12056737588652482,0.007042253521126761,0.9357850000000002,0.9379,0.8883401331329182,0.8881494203520824,0.11163589523400601,0.9997853155860884,0.9997853155860884,0.00021468441391155003,0.25613252093336153,0.40465263162858656,0.11163589523400601,13971.0,12411.0,1560.0,1704.9936900526907,1560.3331662966568,3255.300000000513,-19.26450000000047,7.980268575165946,-0.031766884282568235,0.2833333333333333,-114.4926718533496,0.0,-0.5,-5.0,-4.799999999999999,-3.7199999999999904,
joint_greedy,Joint Greedy,2,303.02009204399894,2.257302251163135,27972.956790946424,0.7974683544303798,0.20253164556962025,0.006289308176100629,0.9383050000000002,0.940675,0.8888255822234884,0.8885724457102172,0.11114275542897828,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.2559639555630445,0.4051102834081187,0.11114275542897828,14041.0,12480.0,1561.0,1705.0497239349954,1568.205648135805,3275.7000000005255,-18.50850000000048,8.114886643249669,-0.007832943629162321,0.42999999999999994,-108.69337818953697,0.0,-0.5,-5.0,-9.3,-3.77999999999999,
joint_greedy,Joint Greedy,3,306.1993844107216,2.2023866688806684,27013.201880073208,0.7950310559006211,0.20496894409937888,0.012269938650306749,0.9428350000000001,0.94525,0.8952853241339658,0.8950923331177696,0.10469210318315729,0.999784436300927,0.999784436300927,0.0002155636990730761,0.2635298192113914,0.3992621151321655,0.10469210318315729,13914.0,12457.0,1457.0,1711.4145703490447,1568.501971798905,3300.0000000005402,-17.149500000000383,8.223791955303177,-0.03522911649648587,0.44999999999999996,-100.93741677232748,0.0,-1.0,-6.0,-9.3,-3.8399999999999896,
joint_greedy,Joint Greedy,4,299.6544209709153,2.229814726754301,27080.015567621966,0.8571428571428571,0.14285714285714285,0.006756756756756757,0.9413700000000002,0.943575,0.8890499311544314,0.8886635277073525,0.11090184715682723,0.9995653748641796,0.9995653748641796,0.00043462513582035497,0.25901212789333766,0.40285858856081,0.11090184715682723,13799.0,12268.0,1531.0,1692.979926695644,1547.3997664856572,3221.1000000004924,-17.5890000000004,8.093880021551389,-0.011233447924624392,0.2833333333333333,-108.54899146083974,0.0,-0.5,-6.0,-5.999999999999998,-3.77999999999999,
joint_greedy,Joint Greedy,5,299.6840611320535,2.245769680215281,27372.2973704012,0.875,0.125,0.0136986301369863,0.9369900000000002,0.93915,0.8862382692169927,0.8860478441484028,0.11373728692164446,0.9997851310700473,0.9997851310700473,0.00021486892995272884,0.25578462161047316,0.40409073548523927,0.11373728692164446,13959.0,12371.0,1588.0,1698.3678492248846,1557.8655394439797,3234.9000000005008,-18.903000000000464,8.084595411868621,-0.042449248522523055,0.3333333333333333,-112.58672029546949,0.0,-1.0,-6.0,-4.799999999999999,-3.77999999999999,
han_pdqn,HAN+PDQN,1,286.6965187427819,2.2791980025639953,16198.263192546901,0.7857142857142857,0.21428571428571427,0.0009910802775024777,0.9565050000000003,0.971625,0.8765299549065922,0.8763417775869472,0.12344353799914126,0.9997853155860884,0.9997853155860884,0.00021468441391155003,0.25561899321584036,0.35420406691318757,0.12344353799914126,13971.0,12246.0,1725.0,1323.9466328743379,1809.326052111791,3156.300000000453,-13.048500000000134,49.90284778016275,-0.39326892683832243,116.17666666666516,-99.26512459626443,-261.9000000000042,-0.5,-7.0,-64.49999999999974,-23.80500000000015,
han_pdqn,HAN+PDQN,2,284.13077911053824,2.301063169113758,16153.32670976657,0.7857142857142857,0.21428571428571427,0.0,0.9550400000000001,0.97205,0.876700619702258,0.8763260946956212,0.12324670701317195,0.9995728017087931,0.9995728017087931,0.0004271982912068352,0.2535324017149291,0.28968694142483364,0.12324670701317195,14039.0,12308.0,1731.0,1305.703797653666,1819.6000993535085,3173.1000000004633,-13.488000000000019,58.7201155636679,-0.109728599541595,120.66999999999815,-98.12848670245654,-317.1000000000063,0.0,-8.0,-72.89999999999966,-26.79000000000026,
han_pdqn,HAN+PDQN,3,282.18196002773715,2.2623280497084868,16458.602880144823,0.7696428571428572,0.23035714285714284,0.0,0.9511000000000001,0.9679,0.8791232482932088,0.8789969102536466,0.12085938061363799,0.9998562908672847,0.9998562908672847,0.00014370913271538407,0.25626299642580314,0.43038252777202546,0.12085938061363799,13915.0,12233.0,1682.0,1313.125706582936,1792.0709567978295,3165.3000000004586,-14.670000000000039,52.795075006990594,-0.28712546108994175,116.53333333333178,-97.43633316981955,-291.3000000000053,-0.5,-8.0,-77.09999999999962,-25.875000000000227,
han_pdqn,HAN+PDQN,4,287.6075627935506,2.2636516915923135,16702.711285576184,0.7485714285714286,0.25142857142857145,0.0,0.967025,0.977525,0.8795102159107375,0.8793190872872148,0.12046360014487505,0.9997826874320899,0.9997826874320899,0.00021731256791017748,0.2605435937218692,0.39720333669858954,0.12046360014487505,13802.0,12139.0,1663.0,1319.5083330433567,1784.5093307163634,3142.800000000445,-9.892500000000043,32.9517819468802,-0.20684587686759226,114.69999999999837,-96.5935865288709,-270.0000000000045,0.0,-8.0,-52.799999999999855,-15.729999999999858,
han_pdqn,HAN+PDQN,5,287.6553306108136,2.2742180378126657,16033.980938805269,0.7623655913978494,0.23763440860215054,0.0,0.9604250000000003,0.974375,0.8809540863834969,0.8808909898295373,0.11903738719381178,0.9999283770233491,0.9999283770233491,7.162297665090961e-05,0.25839138357206715,0.37973858824373263,0.11903738719381178,13961.0,12299.0,1662.0,1319.6211585126696,1814.640285917928,3191.100000000474,-11.872500000000123,44.27806915524614,-0.11274455416035516,115.9866666666652,-92.05279613941673,-304.5000000000058,0.0,-8.0,-66.29999999999973,-21.290000000000052,
full_local,Full-Local,1,282.5869932525219,2.292864374129117,26672.608170957847,0.8785714285714286,0.12142857142857143,0.0,0.9154750000000001,0.917575,0.8698733089972085,0.8696865607556892,0.13009875483039932,0.9997853155860884,0.9997853155860884,0.00021468441391155003,0.24178836834674802,0.5255769753767009,0.13009875483039932,13971.0,12153.0,1818.0,1669.848155678063,1526.5108774356354,3100.5000000004193,-25.35750000000058,7.969501429873918,0.029713764477696393,0.0,-136.62472960632925,0.0,0.0,-2.0,-5.099999999999999,-3.6899999999999906,
full_local,Full-Local,2,282.78255952988434,2.312237640619602,27424.128711939808,0.7935483870967742,0.2064516129032258,0.0,0.9148750000000002,0.9172,0.8687415426251691,0.868494126023496,0.13122107511569953,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.23988724534786443,0.5272374042881747,0.13122107511569953,14041.0,12198.0,1843.0,1665.4792941475964,1530.8380693209065,3106.500000000423,-25.53750000000057,7.96997900948691,-0.06422170364894822,0.0,-129.38472347574685,0.0,0.0,-2.0,-9.600000000000001,-3.6899999999999906,
full_local,Full-Local,3,281.7273708207245,2.2671399391297316,26296.25225299021,0.7987012987012987,0.2012987012987013,0.0,0.9149150000000001,0.917225,0.870499461013295,0.8703743622907236,0.12948192857656105,0.9998562908672847,0.9998562908672847,0.00014370913271538407,0.24373567539544483,0.5263263292091429,0.12948192857656105,13915.0,12113.0,1802.0,1665.1488801138007,1523.0062162051518,3093.300000000415,-25.52550000000058,7.970651624238096,-0.20016320495809656,0.0,-129.17816832374646,0.0,0.0,-2.0,-9.3,-3.6899999999999906,
full_local,Full-Local,4,275.6382862506164,2.2949627727864605,26426.48626445326,0.8601398601398601,0.13986013986013987,0.0,0.9153550000000001,0.9175,0.8639855072463768,0.863672582397682,0.13596522998913438,0.9996378123868164,0.9996378123868164,0.0003621876131836291,0.23993200262838457,0.5269144003914865,0.13596522998913438,13800.0,11923.0,1877.0,1643.3205487691346,1502.3027060331872,3013.8000000003667,-25.393500000000586,7.969836950237872,0.025070907334839222,0.0,-135.44417543845142,0.0,0.0,-2.0,-5.999999999999998,-3.6899999999999906,
full_local,Full-Local,5,278.79507383552794,2.3042148873306787,26822.535612248925,0.8913043478260869,0.10869565217391304,0.0,0.9155550000000001,0.917625,0.8639587362991619,0.86377309840997,0.13601203266007736,0.9997851310700473,0.9997851310700473,0.00021486892995272884,0.23934029900628415,0.5250447318032808,0.13601203266007736,13959.0,12060.0,1899.0,1654.5054291897168,1517.0619658162625,3048.3000000003876,-25.333500000000573,7.969322446501434,-0.02667379404221509,0.0,-135.44764171886206,0.0,0.0,-2.0,-4.499999999999999,-3.6899999999999906,
maddpg,MADDPG,1,282.5869932525219,2.292864374129117,26672.608170957847,0.8785714285714286,0.12142857142857143,0.0,0.9154750000000001,0.917575,0.8698733089972085,0.8696865607556892,0.13009875483039932,0.9997853155860884,0.9997853155860884,0.00021468441391155003,0.24178836834674802,0.5255769753767009,0.13009875483039932,13971.0,12153.0,1818.0,1669.848155678063,1526.5108774356354,3100.5000000004193,-25.35750000000058,7.969501429873918,0.029713764477696393,0.0,-136.62472960632925,0.0,0.0,-2.0,-5.099999999999999,-3.6899999999999906,
maddpg,MADDPG,2,282.78255952988434,2.312237640619602,27424.128711939808,0.7935483870967742,0.2064516129032258,0.0,0.9148750000000002,0.9172,0.8687415426251691,0.868494126023496,0.13122107511569953,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.23988724534786443,0.5272374042881747,0.13122107511569953,14041.0,12198.0,1843.0,1665.4792941475964,1530.8380693209065,3106.500000000423,-25.53750000000057,7.96997900948691,-0.06422170364894822,0.0,-129.38472347574685,0.0,0.0,-2.0,-9.600000000000001,-3.6899999999999906,
maddpg,MADDPG,3,281.7273708207245,2.2671399391297316,26296.25225299021,0.7987012987012987,0.2012987012987013,0.0,0.9149150000000001,0.917225,0.870499461013295,0.8703743622907236,0.12948192857656105,0.9998562908672847,0.9998562908672847,0.00014370913271538407,0.24373567539544483,0.5263263292091429,0.12948192857656105,13915.0,12113.0,1802.0,1665.1488801138007,1523.0062162051518,3093.300000000415,-25.52550000000058,7.970651624238096,-0.20016320495809656,0.0,-129.17816832374646,0.0,0.0,-2.0,-9.3,-3.6899999999999906,
maddpg,MADDPG,4,275.6382862506164,2.2949627727864605,26426.48626445326,0.8601398601398601,0.13986013986013987,0.0,0.9153550000000001,0.9175,0.8639855072463768,0.863672582397682,0.13596522998913438,0.9996378123868164,0.9996378123868164,0.0003621876131836291,0.23993200262838457,0.5269144003914865,0.13596522998913438,13800.0,11923.0,1877.0,1643.3205487691346,1502.3027060331872,3013.8000000003667,-25.393500000000586,7.969836950237872,0.025070907334839222,0.0,-135.44417543845142,0.0,0.0,-2.0,-5.999999999999998,-3.6899999999999906,
maddpg,MADDPG,5,278.79507383552794,2.3042148873306787,26822.535612248925,0.8913043478260869,0.10869565217391304,0.0,0.9155550000000001,0.917625,0.8639587362991619,0.86377309840997,0.13601203266007736,0.9997851310700473,0.9997851310700473,0.00021486892995272884,0.23934029900628415,0.5250447318032808,0.13601203266007736,13959.0,12060.0,1899.0,1654.5054291897168,1517.0619658162625,3048.3000000003876,-25.333500000000573,7.969322446501434,-0.02667379404221509,0.0,-135.44764171886206,0.0,0.0,-2.0,-4.499999999999999,-3.6899999999999906,
han_maddpg,HAN+MADDPG,1,282.5869932525219,2.292864374129117,26672.608170957847,0.8785714285714286,0.12142857142857143,0.0,0.9154750000000001,0.917575,0.8698733089972085,0.8696865607556892,0.13009875483039932,0.9997853155860884,0.9997853155860884,0.00021468441391155003,0.24178836834674802,0.5255769753767009,0.13009875483039932,13971.0,12153.0,1818.0,1669.848155678063,1526.5108774356354,3100.5000000004193,-25.35750000000058,7.969501429873918,0.029713764477696393,0.0,-136.62472960632925,0.0,0.0,-2.0,-5.099999999999999,-3.6899999999999906,
han_maddpg,HAN+MADDPG,2,282.78255952988434,2.312237640619602,27424.128711939808,0.7935483870967742,0.2064516129032258,0.0,0.9148750000000002,0.9172,0.8687415426251691,0.868494126023496,0.13122107511569953,0.9997152011391954,0.9997152011391954,0.00028479886080455676,0.23988724534786443,0.5272374042881747,0.13122107511569953,14041.0,12198.0,1843.0,1665.4792941475964,1530.8380693209065,3106.500000000423,-25.53750000000057,7.96997900948691,-0.06422170364894822,0.0,-129.38472347574685,0.0,0.0,-2.0,-9.600000000000001,-3.6899999999999906,
han_maddpg,HAN+MADDPG,3,281.7273708207245,2.2671399391297316,26296.25225299021,0.7987012987012987,0.2012987012987013,0.0,0.9149150000000001,0.917225,0.870499461013295,0.8703743622907236,0.12948192857656105,0.9998562908672847,0.9998562908672847,0.00014370913271538407,0.24373567539544483,0.5263263292091429,0.12948192857656105,13915.0,12113.0,1802.0,1665.1488801138007,1523.0062162051518,3093.300000000415,-25.52550000000058,7.970651624238096,-0.20016320495809656,0.0,-129.17816832374646,0.0,0.0,-2.0,-9.3,-3.6899999999999906,
han_maddpg,HAN+MADDPG,4,275.6382862506164,2.2949627727864605,26426.48626445326,0.8601398601398601,0.13986013986013987,0.0,0.9153550000000001,0.9175,0.8639855072463768,0.863672582397682,0.13596522998913438,0.9996378123868164,0.9996378123868164,0.0003621876131836291,0.23993200262838457,0.5269144003914865,0.13596522998913438,13800.0,11923.0,1877.0,1643.3205487691346,1502.3027060331872,3013.8000000003667,-25.393500000000586,7.969836950237872,0.025070907334839222,0.0,-135.44417543845142,0.0,0.0,-2.0,-5.999999999999998,-3.6899999999999906,
han_maddpg,HAN+MADDPG,5,278.79507383552794,2.3042148873306787,26822.535612248925,0.8913043478260869,0.10869565217391304,0.0,0.9155550000000001,0.917625,0.8639587362991619,0.86377309840997,0.13601203266007736,0.9997851310700473,0.9997851310700473,0.00021486892995272884,0.23934029900628415,0.5250447318032808,0.13601203266007736,13959.0,12060.0,1899.0,1654.5054291897168,1517.0619658162625,3048.3000000003876,-25.333500000000573,7.969322446501434,-0.02667379404221509,0.0,-135.44764171886206,0.0,0.0,-2.0,-4.499999999999999,-3.6899999999999906,
pdqn,PDQN,1,241.78793911736324,2.3647701584040752,17883.14812094302,0.7712275594371665,0.22877244056283358,0.001937046004842615,0.8878700000000009,0.9497,0.856007446656165,0.8555173894375269,0.14391011879204235,0.9994275082295692,0.9994275082295692,0.0005724917704308,0.2257474326032937,0.2508109507536163,0.14391011879204235,13966.0,11955.0,2011.0,1212.5500164836685,1769.5027781858475,2983.200000000348,-33.6390000000007,198.4132704754013,-0.2633666306489213,137.41999999999746,-123.33584058177486,-275.4000000000047,-11.0,-5.0,-276.30000000000473,-95.41500000000283,
pdqn,PDQN,2,239.3367879834822,2.381406267932438,18125.62358800328,0.7647777234978017,0.23522227650219835,0.0024366471734892786,0.8799400000000013,0.94135,0.8550869193502423,0.8545389818440726,0.14482022071911713,0.9993592025631898,0.9993592025631898,0.0006407974368102527,0.22237583185875215,0.25969419887809564,0.14482022071911713,14036.0,12002.0,2034.0,1217.4805998474774,1761.5156461799515,2990.4000000003525,-36.0180000000008,196.0872708509044,-0.7386319245310722,136.98333333333125,-122.48164997936007,-274.50000000000466,-10.5,-5.0,-282.60000000000497,-93.96500000000277,
pdqn,PDQN,3,235.02011755531734,2.378164733183951,17403.513128192615,0.7644587246663371,0.23554127533366287,0.0014807502467917078,0.878485000000001,0.939175,0.8520807877524618,0.851835884170439,0.1478766975641302,0.9997125817345692,0.9997125817345692,0.00028741826543076814,0.22151822241071287,0.270550816488275,0.1478766975641302,13913.0,11855.0,2058.0,1190.0627649892635,1745.4973030771116,2939.1000000003214,-36.454500000000806,193.88840776921032,-0.5108261760832518,136.54333333333133,-131.30933910346408,-250.8000000000038,-9.5,-6.0,-280.2000000000049,-92.83000000000274,
pdqn,PDQN,4,229.0910369830243,2.398712317538876,17428.425167218276,0.7710843373493976,0.2289156626506024,0.00196319018404908,0.8743450000000008,0.93535,0.8465719669517321,0.8461427019195944,0.15335023542194856,0.9994929373415429,0.9994929373415429,0.0005070626584570808,0.21767674683499486,0.2571799850547057,0.15335023542194856,13798.0,11681.0,2117.0,1177.843370489105,1723.2236224917303,2869.200000000279,-37.69650000000086,196.0650923302908,-0.41452099449063523,135.47666666666467,-131.727125500433,-247.20000000000366,-10.0,-6.0,-273.3000000000046,-94.13500000000278,
pdqn,PDQN,5,236.7912130453752,2.378314791715946,17897.825817491906,0.7662120124431682,0.23378798755683178,0.0011950286806883365,0.8814650000000012,0.94415,0.8538472560538759,0.8536026357255407,0.1461108723678556,0.9997135080933963,0.9997135080933963,0.00028649190660363845,0.22272076277345307,0.268097919628744,0.1461108723678556,13958.0,11918.0,2040.0,1202.1821773947374,1757.8826127376192,2963.400000000336,-35.56050000000073,200.05809942410977,-0.6900458613536636,136.02333333333104,-123.67640805029225,-285.00000000000506,-10.5,-7.0,-286.8000000000051,-96.10000000000285,
random,Random,1,75.05007695601155,2.553146422983332,28042.68979696223,0.8053391237705965,0.1946608762294035,0.0006807641577670936,0.45137000000000016,0.803675,0.8269960615825277,0.8264634320881638,0.1728925146701016,0.9993559467582653,0.9993559467582653,0.0006440532417346501,0.10498886196432569,0.2859668711002825,0.1728925146701016,13965.0,11549.0,2416.0,1446.6188625267202,1561.3096530455678,2739.9000000002006,-164.58899999999997,1183.1966780279731,-2.409280166229618,0.0,-181.04977512538792,0.0,-22.5,-7.0,-1358.0999999998855,-567.4499999997257,0.0
random,Random,2,76.24044388457925,2.584409130897929,28610.506879105174,0.8085877537097049,0.19141224629029507,0.001192504258943782,0.45324499999999945,0.805025,0.8254794325229914,0.8244215023139907,0.17429690281238874,0.9987184051263795,0.9987184051263795,0.0012815948736205054,0.10424728600183471,0.28253352959225253,0.17429690281238874,14027.0,11579.0,2448.0,1444.48099016024,1565.392396813421,2739.3000000002003,-164.0264999999995,1186.121023994918,-2.812484425713068,0.0,-189.85304885127795,0.0,-28.0,-6.0,-1329.8999999998898,-568.8899999997244,0.0
random,Random,3,74.37846339478227,2.5233675897134833,27624.856232196827,0.8038388707178517,0.19616112928214838,0.0013323591352559418,0.4520350000000011,0.800575,0.8272191051647245,0.8263275131134583,0.17259466839117626,0.9989221815046346,0.9989221815046346,0.0010778184953653806,0.10601475658706903,0.2894178124959052,0.17259466839117626,13902.0,11500.0,2402.0,1448.5220181049954,1558.2771565170528,2729.4000000001943,-164.38949999999986,1168.2054356883475,-3.201729537705572,0.0,-178.40361287703334,0.0,-25.5,-4.0,-1352.0999999998864,-560.3399999997322,0.0
