method,display_name,is_system,episodes,mean_reward,std_reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,deadline_violation_rate,effective_latency_score,avg_load_balance_score,energy_per_resolved_task,handover_action_rate,local_compute_rate,mean_offload_ratio,reward_delay,reward_energy,reward_qos,reward_task_success,reward_deadline_slack,reward_service_continuity,reward_handover,reward_load_balance,reward_enqueue,penalty_deadline,penalty_task_failure,penalty_queue_full,penalty_invalid_action,penalty_blocked,penalty_failed_handover,penalty_handover_cost,selection_metric,selection_score,primary_metric_win_count,primary_metric_wins_text,selected_offload,method_variant,training_history,source
han_mappo_latency_priority_g1_300k_600s_u10,HAN+MAPPO,True,3,13.831196096103932,3.3073543659401827,2.2427213263451846,1718.279075450124,0.7201769485627555,0.27982305143724434,0.0,0.974588888888889,0.9772222222222222,0.8681498982319936,0.8680130683452588,0.13183116841486578,0.9998442367601247,0.9998442367601247,0.00015576323987538941,0.13183116841486578,0.2608860590046353,0.677601210517876,0.8079682172962966,0.0006666666666666666,0.0,0.6278916597366333,-476.1387574369981,-8.31843511759668,514.2666666666474,738.5333333333086,190.07270970307604,-2.286999999999996,1.2029373651476862,0.00016127391127391164,0.0,-51.10463436724376,-224.2666666666677,-4.399999999999999,0.0,-2.0,-2.1999999999999997,-0.5700000000000003,effective_latency_score,0.2608860590046353,0,,,,/home/pjpjq/LEO_switch/results/full_train_latency_priority_g1_300k_600s_u10_20260602_143937/training_history.json,checkpoint_eval
min_distance,Min-Distance,False,3,48.42288172359461,3.036263872127667,2.1652135230078833,4396.578326900272,0.6937867471794057,0.3062132528205943,0.0,0.9764555555555555,0.9793888888888889,0.9263595194009877,0.9262132275843701,0.07362983581801534,0.9998430634023855,0.9998430634023855,0.0001569365976145637,0.07362983581801534,0.28588934057527354,0.7164858906525565,2.06735658004715,0.004888888888888889,1.0,0.0,-364.73025399970464,-18.540982032341034,662.666666666642,787.9999999999724,267.6443691639231,-2.1189999999999967,1.1985490972907795,-0.03478835978835979,0.0,-37.47474330010012,-125.33333333333309,0.0,0.0,-2.0,-2.6999999999999997,-0.6100000000000003,effective_latency_score,0.28588934057527354,3,Average Delay | Task Success | Deadline Violation,0.0,min_distance(best_offload=0.00),,heuristic_eval
mappo_no_han,MAPPO (no HAN),False,3,14.54459374087809,2.8895736816796194,2.2387383017324143,2031.761450868633,0.734336917562724,0.26566308243727593,0.0,0.9767444444444444,0.9796111111111111,0.8700550487683808,0.8700550487683808,0.12994495123161923,1.0,1.0,0.0,0.12994495123161923,0.26238863008615326,0.6737624258457581,0.9552240013486756,0.0014444444444444444,0.0,0.5561584830284119,-476.51569922863797,-9.842453548864967,519.1999999999805,740.2666666666418,190.9504764345202,-2.092999999999996,1.317294206588772,-0.01909678284678285,0.0,-49.950399459200206,-221.06666666666766,-4.099999999999999,0.0,-2.0,-2.3000000000000003,-0.6300000000000003,effective_latency_score,0.26238863008615326,0,,,,/home/pjpjq/LEO_switch/results/baseline_compare/g1_300k_600s_u10_20260602_143937/learned_baselines/mappo_no_han/training_history.json,mappo_no_han_train_eval
attn_mappo,Attn+MAPPO,False,3,13.462012567225726,2.4477319373673714,2.304768066745708,2590.882836375251,0.7233126293995861,0.2766873706004141,0.0,0.977188888888889,0.9797222222222223,0.8713141739977068,0.8713141739977068,0.1286858260022931,1.0,1.0,0.0,0.1286858260022931,0.25763659118533805,0.674219135802468,1.2180925417843211,0.0013333333333333333,0.0,0.42840880155563354,-484.30504336071044,-12.55031157920215,522.3999999999802,741.3333333333084,185.5470426659268,-2.052999999999996,1.1653461727504892,-0.007482193732193739,0.0,-49.07521350323507,-218.9333333333343,-3.6999999999999993,0.0,-2.0,-2.1,-0.5500000000000003,effective_latency_score,0.25763659118533805,2,Service Continuity | Service Availability,,,/home/pjpjq/LEO_switch/results/baseline_compare/g1_300k_600s_u10_20260602_143937/learned_baselines/attn_mappo/training_history.json,attn_mappo_train_eval
joint_greedy,Joint Greedy,False,3,19.42787089835305,6.249962491124863,2.3529201985062094,4024.642043037356,0.7522655122655122,0.24773448773448772,0.0,0.8964555555555557,0.8987222222222222,0.8512853032843376,0.8504871195762691,0.14857426199005958,0.9990613815663288,0.9990613815663288,0.0009386184336712301,0.14857426199005958,0.22756880672673066,0.6693783817273192,1.8939491967234616,0.0003333333333333333,0.9261666666666667,0.07130555808544159,-333.0673125485187,-17.07637385798549,470.799999999977,723.5999999999761,245.90701750948188,-9.318999999999974,1.0842845858188348,-0.03281101435817879,0.0,-76.5456522095783,-252.8000000000014,0.0,0.0,-2.0,-1.7,-0.5100000000000002,effective_latency_score,0.22756880672673066,0,,,,,heuristic_eval
full_local,Full-Local,False,3,12.490373470062417,7.124948852411752,2.3983574655935436,3937.0587788720622,0.7656314699792962,0.23436853002070393,0.0,0.8767,0.8788333333333332,0.8329302802346894,0.8317558688609165,0.1668341839913671,0.9985900528522839,0.9985900528522839,0.0014099471477162923,0.1668341839913671,0.2147314307192004,0.7149126984126979,1.8536058280941912,0.0,1.0,0.0,-325.24237052885564,-16.688480184455283,423.9999999999773,707.7333333333103,240.62497966248608,-11.096999999999957,1.0545174060622993,-0.03506613756613757,0.0,-84.45940203571747,-283.7333333333352,0.0,0.0,-2.0,-1.5,-0.4900000000000002,effective_latency_score,0.2147314307192004,0,,,,,heuristic_eval
random,Random,False,3,-53.95501058306416,2.8595905756418034,2.612224665970817,4267.86412105874,0.8063525096862166,0.19364749031378334,0.0005821014864304137,0.4532888888888898,0.7953333333333333,0.8175151471670272,0.8163620243105812,0.18222750962050116,0.9985895339310824,0.9985895339310824,0.001410466068917663,0.18222750962050116,0.10245586610001345,0.5050492671295348,2.0093522227206875,0.5698888888888889,1.0,0.0,-418.63654281760887,-16.22936671358934,384.39999999999117,694.533333333311,213.8849661291399,-49.20400000000026,173.7035945210172,-1.4057556124150283,0.0,-98.8468394770204,-310.1333333333356,0.0,-3.0,-1.3333333333333333,-197.10000000000176,-82.82000000000237,effective_latency_score,0.10245586610001345,0,,0.0,random(best_offload=0.00),,heuristic_eval
