method,display_name,episode,reward,avg_delay,avg_success_delay,p95_success_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,total_user_seconds,blocked_user_seconds,blocked_time_ratio,handover_interruption_seconds,service_interruption_seconds,total_handovers,failed_handovers,service_continuity_rate,successful_task_throughput,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,handover_frequency,handovers_per_user_minute,load_balance_variance,load_balance_coefficient,load_variance_sample_count,mec_load_fairness,jain_mec_load_fairness,active_load_balance_score,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,energy_per_successful_task,reward_task_success,reward_load_balance,penalty_delay,penalty_energy,penalty_task_failure,penalty_service_interruption,penalty_failed_handover,selected_offload
han_mappo_latency_priority_multiuser_u25,HAN+MAPPO,1,71.30967531366332,2.618487710140133,2.0390273782140955,4.331712459878936,5777.892797220848,1.0,0.0,0.3870967741935484,12800.0,222.0,0.01734375,37.2000013589859,259.20000100135803,38.0,0.0,0.9797499999217689,17.690625,0.98265625,0.8526886579304112,0.8517264725795531,0.14714511396975852,0.9988715865493116,0.9988715865493116,0.0011284134506883321,0.00296875,0.178125,0.03732789464310733,0.7401721493872173,512.0,0.7401721493872173,0.8904942817800696,0.7401721493872173,0.7401721493872173,0.14556533513879485,4426.0,3774.0,645.0,1.5309731842132612,150.96000000000424,22.796653613569937,-44.80332734352917,-28.453252297082166,-26.07999999999962,-3.1104000620543957,0.0,
han_mappo_latency_priority_multiuser_u25,HAN+MAPPO,2,72.88119785688468,2.8670992972367393,1.9361866920599216,4.117735204113424,5536.176272203626,1.0,0.0,0.3380281690140845,12800.0,254.0,0.01984375,42.60000169277191,296.6000009775162,47.0,0.0,0.9768281249236316,17.990625,0.98015625,0.8677368302057427,0.8669527896995708,0.13214366388073187,0.9990964535803026,0.9990964535803026,0.0009035464196973119,0.003671875,0.2203125,0.07830806470608441,0.5229598470193585,510.0,0.5229598470193585,0.7444558220749563,0.5229598470193585,0.5229598470193585,0.1314660040659589,4423.0,3838.0,582.0,1.4424638541437274,153.52000000000373,18.98362346291157,-43.73842863544243,-28.924797685863492,-23.39999999999968,-3.5592001490294933,0.0,
han_mappo_latency_priority_multiuser_u25,HAN+MAPPO,3,66.29640804283554,2.636148365316821,1.9765390112251744,4.232862280062208,5769.6123562676285,1.0,0.0,0.3582089552238806,12800.0,333.0,0.026015625,40.2000013589859,373.200000166893,43.0,0.0,0.9708437499869614,17.5265625,0.973984375,0.8478458049886621,0.8465021507810732,0.15191306316504416,0.9984152139461173,0.9984152139461173,0.001584786053882726,0.003359375,0.2015625,0.09888636934614814,0.433131368637461,512.0,0.433131368637461,0.7385128648720009,0.433131368637461,0.433131368637461,0.15100747113425403,4410.0,3739.0,667.0,1.5430896914329042,149.56000000000452,18.905929340723315,-42.65879177640027,-28.192330344159483,-26.839999999999606,-4.478400079533458,0.0,
han_mappo_latency_priority_multiuser_u25,HAN+MAPPO,4,68.89251071354374,2.704966995051094,1.9861404454334446,4.204404076354244,5984.132533232753,1.0,0.0,0.3780487804878049,12800.0,174.0,0.01359375,49.20000171661377,223.2000014781952,51.0,0.0,0.982562499884516,17.859375,0.98640625,0.8414310954063604,0.8401323042998897,0.15832414553472987,0.9984564498346197,0.9984564498346197,0.0015435501653803748,0.003984375,0.2390625,0.051003159970414574,0.661112129351548,512.0,0.661112129351548,0.8373247850974361,0.661112129351548,0.661112129351548,0.15611907386990076,4528.0,3810.0,708.0,1.570638460166077,152.40000000000396,21.43551449849432,-44.60481985126281,-28.93978493098992,-28.719999999999565,-2.678400069475174,0.0,
han_mappo_latency_priority_multiuser_u25,HAN+MAPPO,5,88.57468179613352,2.14638341173941,1.8193131324211527,3.9384464515614432,4962.715583913271,1.0,0.0,0.3333333333333333,12800.0,455.0,0.035546875,48.6000018119812,503.60000026226044,54.0,0.0,0.9606562499795109,19.1203125,0.964453125,0.9137544802867383,0.9127321548444842,0.08614902662788096,0.9988811814723652,0.9988811814723652,0.0011188185276348177,0.00421875,0.25312500000000004,0.07561435703171904,0.5355588265762298,511.0,0.5355588265762298,0.7821229142689606,0.5355588265762298,0.5355588265762298,0.08413515327813828,4464.0,4079.0,376.0,1.2166500573457395,163.16000000000182,19.98324045957193,-43.41701684697245,-29.70834238472533,-15.399999999999848,-6.043200056068599,0.0,
han_pdqn,HAN+PDQN,1,100.9515452766791,1.858670371887194,1.737185024936332,3.9444949037187933,4769.729358829115,1.0,0.0,0.10880829015544041,12800.0,233.0,0.018203125,115.80000400543213,348.8000019788742,172.0,0.0,0.9727499998454004,19.7625,0.981796875,0.9523379263609668,0.9514782216204017,0.047619047619047616,0.9990972692394493,0.9990972692394493,0.0009027307605506658,0.0134375,0.80625,0.0592674193658975,0.6167238082342091,487.0,0.6167238082342091,0.7479912431195544,0.6167238082342091,0.6167238082342091,0.04694199954863462,4427.0,4216.0,208.0,1.1313399807469438,168.64000000000073,18.21358676996119,-43.49810829705374,-29.778332503521696,-8.439999999999996,-4.185600123368204,0.0,
han_pdqn,HAN+PDQN,2,97.02068364666775,1.8798976996887768,1.6724515318852342,3.825434165549032,4617.377808069907,1.0,0.0,0.12903225806451613,12800.0,217.0,0.016953125,93.00000369548798,310.00000166893005,135.0,0.0,0.9757812498696148,19.5328125,0.983046875,0.9412694827196747,0.9412694827196747,0.05873051728032528,1.0,1.0,0.0,0.010546875,0.6328125,0.07442834852551405,0.5411723490639365,465.0,0.5411723490639365,0.6327579655419819,0.5411723490639365,0.5411723490639365,0.058504630675400945,4427.0,4167.0,259.0,1.1080820273745877,166.68000000000112,14.711622698851166,-41.57704608154391,-28.673892631096628,-10.399999999999954,-3.720000133384019,0.0,
han_pdqn,HAN+PDQN,3,96.52822596300393,1.8574250054670296,1.6830215576280951,3.8705319161836256,4731.178009714687,1.0,0.0,0.1893939393939394,12800.0,345.0,0.026953125,79.20000314712524,424.2000000476837,107.0,0.0,0.9668593749962747,19.5328125,0.973046875,0.94404168554599,0.943400498075617,0.05592030790129047,0.9993208059769074,0.9993208059769074,0.0006791940230925968,0.008359375,0.5015625,0.07736326601567015,0.5273552408169894,469.0,0.5273552408169894,0.6317498822240496,0.5273552408169894,0.5273552408169894,0.05501471587050034,4414.0,4167.0,243.0,1.1353918909802463,166.68000000000112,14.814534738154048,-41.14027465447437,-28.85563414133202,-9.879999999999965,-5.090400140732527,0.0,
han_pdqn,HAN+PDQN,4,98.6420186413452,1.9221112308274453,1.7446659079679672,3.9425791152107483,5017.7739040928245,1.0,0.0,0.17985611510791366,12800.0,166.0,0.01296875,83.40000319480896,249.40000212192535,114.0,0.0,0.9805156248342246,19.9125,0.98703125,0.9369210410233789,0.9367144432194047,0.06306504961411245,0.9997794928335171,0.9997794928335171,0.0002205071664829107,0.00890625,0.5343749999999999,0.06669085833024072,0.5788267543820514,488.0,0.5788267543820514,0.7075763940521206,0.5788267543820514,0.5788267543820514,0.061962513781697905,4534.0,4248.0,281.0,1.181208546161211,169.92000000000047,17.264864014871844,-43.8726095500208,-30.23743523326691,-11.439999999999932,-2.9928000918589532,0.0,
han_pdqn,HAN+PDQN,5,104.20523469010368,1.6944235148112867,1.5595981874296605,3.6120797391222594,4138.801707139816,1.0,0.0,0.058823529411764705,12800.0,445.0,0.034765625,122.40000450611115,567.4000023603439,192.0,0.0,0.9556718748155981,20.0765625,0.965234375,0.9592385218365062,0.9583799507719848,0.040724994405907364,0.9991049451778922,0.9991049451778922,0.0008950548221078541,0.015,0.8999999999999999,0.08176324209056025,0.5070988481102339,479.0,0.5070988481102339,0.5861093590229818,0.5070988481102339,0.5070988481102339,0.040277466994853434,4465.0,4283.0,180.0,0.966332408858234,171.3200000000002,14.037319148600472,-39.75632779514711,-27.3069572992216,-7.280000000000006,-6.808800147846341,0.0,
pdqn,PDQN,1,89.57222369778901,1.9203287479021667,1.7405785376530174,4.01398006275471,5134.555966488919,0.7821782178217822,0.21782178217821782,0.04242424242424243,12800.0,230.0,0.01796875,99.00000369548798,329.00000178813934,202.0,44.0,0.9742968748603016,19.425,0.98203125,0.9352290679304898,0.9352290679304898,0.06477093206951026,1.0,1.0,0.0,0.01234375,0.7406250000000001,0.09897399796658242,0.4327715042192908,431.0,0.4327715042192908,0.6170133399565922,0.4327715042192908,0.4327715042192908,0.0645452493793726,4431.0,4144.0,286.0,1.239033775697133,165.7600000000013,13.296637476064658,-42.876696677519256,-30.827715072592976,-11.479999999999931,-3.94800011953339,-0.35200000000000026,
pdqn,PDQN,2,83.04019096127013,2.0296002204117243,1.7229713261055373,4.031354477728083,5216.572200091968,0.6530612244897959,0.3469387755102041,0.030303030303030304,12800.0,197.0,0.015390625,79.20000314712524,276.2000002861023,196.0,68.0,0.9784218749776482,19.10625,0.984609375,0.9207138016715609,0.9207138016715609,0.07928619832843913,1.0,1.0,0.0,0.01,0.6,0.1011704067328183,0.4238101799404072,368.0,0.4238101799404072,0.5502849394973596,0.4238101799404072,0.4238101799404072,0.07928619832843913,4427.0,4076.0,351.0,1.2798263493846829,163.04000000000184,10.125242886751474,-41.779634383655306,-30.447016690529328,-14.039999999999877,-3.314400119241327,-0.5440000000000004,
pdqn,PDQN,3,82.590557813528,1.9495274812581846,1.7310429514523524,3.906249717983485,5209.513274109306,0.6234817813765182,0.3765182186234818,0.04938271604938271,12800.0,458.0,0.03578125,97.20000386238098,555.1999990940094,247.0,93.0,0.9566250000707806,19.2234375,0.96421875,0.9284582295675798,0.9284582295675798,0.0715417704324202,1.0,1.0,0.0,0.01203125,0.721875,0.09739839178283582,0.43926976009882573,392.0,0.43926976009882573,0.5478281429849846,0.43926976009882573,0.43926976009882573,0.07131537242472266,4417.0,4101.0,315.0,1.270303163645283,164.04000000000164,10.737431602505717,-41.57216897699871,-30.56830423065751,-12.639999999999906,-6.662400149274617,-0.7440000000000005,
pdqn,PDQN,4,87.43093241984025,1.9694970299579015,1.7263846309997044,3.924910389598961,5371.581275726252,0.7261904761904762,0.27380952380952384,0.06870229007633588,12800.0,181.0,0.014140625,78.60000312328339,259.6000019311905,168.0,46.0,0.9797187498491258,19.603125,0.985859375,0.9223643581826202,0.9221609702315325,0.07761852260198457,0.9997794928335171,0.9997794928335171,0.0002205071664829107,0.00953125,0.571875,0.09641545731965116,0.44335360745357943,406.0,0.44335360745357943,0.584424644006813,0.44335360745357943,0.44335360745357943,0.07739801543550165,4534.0,4182.0,351.0,1.2844527201640965,167.280000000001,11.863820273338387,-42.815378172133045,-31.334307855483477,-14.079999999999876,-3.115200099069625,-0.36800000000000027,
pdqn,PDQN,5,90.77122387039708,1.7819942887417128,1.6140504070596136,3.762011693275278,4766.189590703806,0.816711590296496,0.18328840970350405,0.02258064516129032,12800.0,472.0,0.036875,186.00000703334808,658.0000044107437,371.0,68.0,0.9485937496554107,19.884375,0.963125,0.9492056388453792,0.9492056388453792,0.05079436115462072,1.0,1.0,0.0,0.023671875,1.4203124999999999,0.09261260045416386,0.4593742300697784,376.0,0.4593742300697784,0.49374784564871743,0.4593742300697784,0.4593742300697784,0.05057059744909376,4469.0,4242.0,226.0,1.12357133208482,169.68000000000052,9.282459498195868,-40.654774244658014,-30.01646102249894,-9.079999999999982,-7.896000215783715,-0.5440000000000004,
attn_mappo,Attn+MAPPO,1,70.40476530278102,2.5790409834347106,1.953464599497175,4.0496058108328725,6042.5977774347375,1.0,0.0,0.4897959183673469,12800.0,221.0,0.017265625,29.400001168251038,250.40000092983246,25.0,0.0,0.9804374999273568,17.6859375,0.982734375,0.8528481012658228,0.8515007898894155,0.14691943127962084,0.9984202211690363,0.9984202211690363,0.001579778830963665,0.001953125,0.1171875,0.05225362681498456,0.654239868910026,512.0,0.654239868910026,0.8467561408818876,0.654239868910026,0.654239868910026,0.14511396975851953,4424.0,3773.0,643.0,1.6015366492008316,150.92000000000425,21.67695720657647,-43.49257634026781,-29.654816163930168,-26.039999999999623,-3.0048000547103584,0.0,
