preset,delay_weight,energy_weight,handover_weight,load_balance_weight,qos_weight,run_dir,status,best_reward,last_mean_reward,last_rollout_mean_reward,last_eval_mean_reward,last_eval_std_reward,last_eval_avg_delay,last_eval_total_energy,last_eval_task_completion_rate,last_eval_handover_success_rate,last_eval_avg_load_balance_score
balanced,1.0,0.8,0.5,0.2,0.3,/home/pjq/LEO_switch/results/reward_sensitivity/formal_long_200k/balanced,ok,314.86875468588886,252.18976393201748,0.2535933935714737,314.86875468588886,6.696483526232862,2.8891383570716904,3080.095411175612,0.44845861672997084,0.9481279852087721,0.9026968253968249
delay_focus,1.4,0.4,0.3,0.1,0.4,/home/pjq/LEO_switch/results/reward_sensitivity/formal_long_200k/delay_focus,ok,75.86549250707579,94.0263298931056,0.09380616071122974,75.86549250707579,5.312723670470925,2.780624234799859,1942.3024812958602,0.47402318591670245,0.9722222222222222,0.9725533333333333
energy_focus,0.8,1.2,0.3,0.1,0.3,/home/pjq/LEO_switch/results/reward_sensitivity/formal_long_200k/energy_focus,ok,258.7079395438335,415.14788840296825,0.41110370801237783,258.7079395438335,4.124300894063088,2.870838169081959,2055.895501317714,0.4634667426292551,0.945823927765237,0.97426
handover_focus,0.9,0.5,1.0,0.3,0.3,/home/pjq/LEO_switch/results/reward_sensitivity/formal_long_200k/handover_focus,ok,264.5311842660587,241.38841425497114,0.24120833010595805,252.51867918939874,3.898935509774879,2.96267696368805,3359.5915408983115,0.4337221633085896,0.949257552483359,0.9051014285714278
coordination_focus,0.9,0.5,0.7,0.8,0.3,/home/pjq/LEO_switch/results/reward_sensitivity/formal_long_200k/coordination_focus,ok,207.12192254639768,192.23489913524395,0.19036853249140562,171.69522822576232,7.743413116562807,2.758237630306985,2383.8481231981946,0.4558130400628437,0.9480017189514396,0.9127179365079362
