method,display_name,episode,reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_resolution_rate,pending_task_rate,effective_latency_score,avg_load_balance_score,deadline_violation_rate,resolved_tasks,completed_tasks,deadline_violations,selected_offload
min_distance,Min-Distance,1,394.5929695084896,2.2695931707985033,814.6750186501756,0.7849462365591398,0.21505376344086022,0.0,0.97966,0.98245,0.5366666666666666,0.9995557529986673,0.000444247001332741,0.16072865214982066,0.6907340233296119,0.4631274988893825,9000.0,4830.0,4170.0,1.0
min_distance,Min-Distance,2,395.41400708691793,2.2965656106109833,831.3708610123352,0.7849462365591398,0.21505376344086022,0.0,0.97966,0.98245,0.5339870001101685,0.9997797114219628,0.00022028857803722878,0.15865313410625795,0.6900530719280721,0.46591034254873886,9077.0,4847.0,4230.0,1.0
min_distance,Min-Distance,3,370.9845557911919,2.2683034870393275,799.8500839662379,0.7227722772277227,0.27722772277227725,0.0,0.97902,0.98205,0.5235607912869527,0.999888876541838,0.00011112345816201801,0.1568151576640597,0.6907453490953502,0.4763862651405712,8998.0,4711.0,4287.0,1.0
min_distance,Min-Distance,4,389.35086710068845,2.276122509190448,824.9093678255038,0.8021978021978022,0.1978021978021978,0.0,0.97982,0.98255,0.5332883490778227,0.9998875520071967,0.00011244799280332846,0.15947750173002048,0.6894808802308815,0.4666591701338131,8892.0,4742.0,4150.0,1.0
min_distance,Min-Distance,5,396.26441049268595,2.271620643504592,837.4650003972032,0.8295454545454546,0.17045454545454544,0.0,0.9800599999999999,0.9827,0.5359946920269822,1.0,0.0,0.16056475218509755,0.6902935703185706,0.4640053079730178,9043.0,4847.0,4196.0,1.0
min_distance,Min-Distance,6,404.4883552581741,2.287104380310187,827.1336169110328,0.7448979591836735,0.25510204081632654,0.0,0.97926,0.9822,0.5458607976762373,1.0,0.0,0.1626171800123945,0.6919762071262074,0.4541392023237627,8951.0,4886.0,4065.0,1.0
min_distance,Min-Distance,7,393.0762759433315,2.281621130344842,822.502219387543,0.776595744680851,0.22340425531914893,0.0,0.97958,0.9824,0.5316174839139117,0.9997781721384206,0.00022182786157941438,0.1586552239651796,0.6915939269064275,0.46827861579414376,9014.0,4792.0,4222.0,1.0
min_distance,Min-Distance,8,378.1360634732865,2.2872405987825783,836.7371958718842,0.776595744680851,0.22340425531914893,0.0,0.97958,0.9824,0.5309341330667555,0.9996668887408394,0.00033311125916055963,0.15816280974641642,0.6905750610500613,0.4689096158116811,9003.0,4780.0,4223.0,1.0
min_distance,Min-Distance,9,388.3382552955103,2.2720121852366244,800.611589888497,0.776595744680851,0.22340425531914893,0.0,0.97958,0.9824,0.5358640226628896,0.9997734224538348,0.00022657754616517504,0.16039143931737268,0.6918057775557778,0.4640308145462785,8825.0,4729.0,4096.0,1.0
min_distance,Min-Distance,10,382.4002106246022,2.2718134271483272,820.4180983214719,0.776595744680851,0.22340425531914893,0.0,0.97958,0.9824,0.5276381909547738,0.9997767109523278,0.0002232890476722117,0.1579394487404885,0.692702616827617,0.4722563358267277,8955.0,4725.0,4230.0,1.0
joint_greedy,Joint Greedy,1,351.5121896615634,3.788915926019915,3851.8109653069037,0.8695652173913043,0.13043478260869565,0.0,0.91098,0.91305,0.5578888888888889,0.9995557529986673,0.000444247001332741,0.10607825448180609,0.5581380228516932,0.4419147045757441,9000.0,5021.0,3979.0,
joint_greedy,Joint Greedy,2,311.065774438202,3.919536959163928,3952.41647651158,0.8055555555555556,0.19444444444444445,0.0,0.8948400000000001,0.897,0.5441921974873264,0.999449278554907,0.0005507214450930719,0.09893141732662224,0.5647892084043163,0.4555567793809891,9074.0,4938.0,4136.0,
joint_greedy,Joint Greedy,3,326.417103378114,3.78849804120154,3797.0888725904297,0.7945205479452054,0.2054794520547945,0.0,0.8958600000000001,0.89805,0.549405357341336,0.999777753083676,0.00022224691632403602,0.10276309845406113,0.5580259153161927,0.45049449938882097,8997.0,4943.0,4054.0,
joint_greedy,Joint Greedy,4,304.2831188716047,3.8942312281954763,3821.366754840902,0.8529411764705882,0.14705882352941177,0.0,0.8961100000000001,0.89815,0.5415588797660555,0.9997751040143933,0.0002248959856066569,0.09913450426209443,0.5610425979266499,0.4583380186663668,8891.0,4815.0,4076.0,
joint_greedy,Joint Greedy,5,314.9961939389089,3.8656289943453372,3881.0098881453723,0.8656716417910447,0.13432835820895522,0.0,0.8955400000000001,0.89755,0.5427402410704413,1.0,0.0,0.09989368199940606,0.5593761131662207,0.4572597589295588,9043.0,4908.0,4135.0,
joint_greedy,Joint Greedy,6,312.1645637683843,3.930664859019911,3892.3440470602027,0.7837837837837838,0.21621621621621623,0.0,0.8954300000000002,0.8976500000000001,0.5473848904783192,0.9996648419171043,0.00033515808289576583,0.09937413928581189,0.5656768748517166,0.45246341190928385,8948.0,4898.0,4050.0,
joint_greedy,Joint Greedy,7,320.58287019060475,3.871264967974444,3868.2986454761804,0.8405797101449275,0.15942028985507245,0.0,0.8958300000000001,0.8979,0.5450410472598181,0.9997781721384206,0.00022182786157941438,0.10021130322209056,0.565297471286061,0.45485803016858917,9014.0,4913.0,4101.0,
joint_greedy,Joint Greedy,8,306.8181722698166,3.939708524269896,3977.4305592530714,0.8285714285714286,0.17142857142857143,0.0,0.8960500000000001,0.89815,0.5406576316374139,0.9995558516544526,0.00044414834554741284,0.09803029834621638,0.555244628333708,0.459138352209638,9002.0,4867.0,4135.0,
joint_greedy,Joint Greedy,9,325.77036141017044,3.8106672006471265,3734.44905863226,0.7945205479452054,0.2054794520547945,0.0,0.8960100000000001,0.8982,0.5515639165911151,0.9996601336807522,0.00033986631924776253,0.10269652837290733,0.5561162131432396,0.4482836750877988,8824.0,4867.0,3957.0,
joint_greedy,Joint Greedy,10,325.30804404500026,3.854818837874964,3839.342624526124,0.8529411764705882,0.14705882352941177,0.0,0.89641,0.89845,0.5474248687297508,0.9993301328569834,0.000669867143016635,0.10101065099950816,0.562109831689425,0.45227196606006476,8951.0,4900.0,4051.0,
full_local,Full-Local,1,245.26401599726722,3.834191490313405,3548.4654266025836,0.873015873015873,0.12698412698412698,0.0,0.8337100000000002,0.8356,0.509,0.9995557529986673,0.000444247001332741,0.08774370459004158,0.6655499999999998,0.49078187472234563,9000.0,4581.0,4419.0,
full_local,Full-Local,2,223.91909437067633,3.9629170624090846,3724.313678037513,0.873015873015873,0.12698412698412698,0.0,0.8337100000000002,0.8356,0.5026449195503637,0.999449278554907,0.0005507214450930719,0.08439176098047545,0.6652373015873012,0.49708117634100674,9074.0,4561.0,4513.0,
full_local,Full-Local,3,244.505245588276,3.830741155002441,3557.0222714446227,0.8208955223880597,0.1791044776119403,0.0,0.8333900000000002,0.8354,0.5110592419695454,0.999777753083676,0.00022224691632403602,0.08814734436156163,0.6654063492063489,0.4888320924547172,8997.0,4598.0,4399.0,
full_local,Full-Local,4,225.06554757196034,3.912244229916032,3536.845431022931,0.8461538461538461,0.15384615384615385,0.0,0.8335500000000001,0.8355,0.5033179619840288,0.9997751040143933,0.0002248959856066569,0.0853879234344593,0.6667202380952378,0.4965703362194985,8891.0,4475.0,4416.0,
full_local,Full-Local,5,228.0102828945036,3.8978257878648295,3605.0048249577044,0.859375,0.140625,0.0,0.8336300000000001,0.83555,0.5017140329536658,1.0,0.0,0.08539378234469519,0.665081349206349,0.49828596704633416,9043.0,4537.0,4506.0,
full_local,Full-Local,6,230.09879381225974,3.9636113961311636,3615.549346572725,0.7971014492753623,0.2028985507246377,0.0,0.8332300000000001,0.8352999999999999,0.5092758158247653,0.9996648419171043,0.00033515808289576583,0.08546230393183313,0.6665753968253965,0.49055971399843595,8948.0,4557.0,4391.0,
full_local,Full-Local,7,246.11173230673992,3.887481697656956,3590.220002834965,0.859375,0.140625,0.0,0.8336300000000002,0.83555,0.5094297759041491,0.9997781721384206,0.00022182786157941438,0.08687126937661539,0.6651408730158725,0.4904614019520852,9014.0,4592.0,4422.0,
full_local,Full-Local,8,226.60540719395144,3.974273301958287,3717.8010330285692,0.8208955223880597,0.1791044776119403,0.0,0.8333900000000002,0.8354,0.5043323705843146,0.9995558516544526,0.00044414834554741284,0.08445834211387061,0.6667341269841266,0.495447479458139,9002.0,4540.0,4462.0,
full_local,Full-Local,9,239.59019241172396,3.8485582528963347,3473.0847529446555,0.859375,0.140625,0.0,0.8336300000000001,0.83555,0.5117860380779692,0.9996601336807522,0.00033986631924776253,0.08796330208788865,0.665399206349206,0.488048034439787,8824.0,4516.0,4308.0,
full_local,Full-Local,10,242.34132657903345,3.877824238151467,3563.925594461716,0.859375,0.140625,0.0,0.8336300000000001,0.83555,0.50765277622612,0.9993301328569834,0.000669867143016635,0.08670076637669691,0.6654801587301584,0.49201741654571846,8951.0,4544.0,4407.0,
maddpg,MADDPG,1,245.26401599726722,3.834191490313405,3548.4654266025836,0.873015873015873,0.12698412698412698,0.0,0.8337100000000002,0.8356,0.509,0.9995557529986673,0.000444247001332741,0.08774370459004158,0.6655499999999998,0.49078187472234563,9000.0,4581.0,4419.0,
maddpg,MADDPG,2,223.91909437067633,3.9629170624090846,3724.313678037513,0.873015873015873,0.12698412698412698,0.0,0.8337100000000002,0.8356,0.5026449195503637,0.999449278554907,0.0005507214450930719,0.08439176098047545,0.6652373015873012,0.49708117634100674,9074.0,4561.0,4513.0,
maddpg,MADDPG,3,244.505245588276,3.830741155002441,3557.0222714446227,0.8208955223880597,0.1791044776119403,0.0,0.8333900000000002,0.8354,0.5110592419695454,0.999777753083676,0.00022224691632403602,0.08814734436156163,0.6654063492063489,0.4888320924547172,8997.0,4598.0,4399.0,
maddpg,MADDPG,4,225.06554757196034,3.912244229916032,3536.845431022931,0.8461538461538461,0.15384615384615385,0.0,0.8335500000000001,0.8355,0.5033179619840288,0.9997751040143933,0.0002248959856066569,0.0853879234344593,0.6667202380952378,0.4965703362194985,8891.0,4475.0,4416.0,
maddpg,MADDPG,5,228.0102828945036,3.8978257878648295,3605.0048249577044,0.859375,0.140625,0.0,0.8336300000000001,0.83555,0.5017140329536658,1.0,0.0,0.08539378234469519,0.665081349206349,0.49828596704633416,9043.0,4537.0,4506.0,
maddpg,MADDPG,6,230.09879381225974,3.9636113961311636,3615.549346572725,0.7971014492753623,0.2028985507246377,0.0,0.8332300000000001,0.8352999999999999,0.5092758158247653,0.9996648419171043,0.00033515808289576583,0.08546230393183313,0.6665753968253965,0.49055971399843595,8948.0,4557.0,4391.0,
maddpg,MADDPG,7,246.11173230673992,3.887481697656956,3590.220002834965,0.859375,0.140625,0.0,0.8336300000000002,0.83555,0.5094297759041491,0.9997781721384206,0.00022182786157941438,0.08687126937661539,0.6651408730158725,0.4904614019520852,9014.0,4592.0,4422.0,
maddpg,MADDPG,8,226.60540719395144,3.974273301958287,3717.8010330285692,0.8208955223880597,0.1791044776119403,0.0,0.8333900000000002,0.8354,0.5043323705843146,0.9995558516544526,0.00044414834554741284,0.08445834211387061,0.6667341269841266,0.495447479458139,9002.0,4540.0,4462.0,
maddpg,MADDPG,9,239.59019241172396,3.8485582528963347,3473.0847529446555,0.859375,0.140625,0.0,0.8336300000000001,0.83555,0.5117860380779692,0.9996601336807522,0.00033986631924776253,0.08796330208788865,0.665399206349206,0.488048034439787,8824.0,4516.0,4308.0,
maddpg,MADDPG,10,242.34132657903345,3.877824238151467,3563.925594461716,0.859375,0.140625,0.0,0.8336300000000001,0.83555,0.50765277622612,0.9993301328569834,0.000669867143016635,0.08670076637669691,0.6654801587301584,0.49201741654571846,8951.0,4544.0,4407.0,
dqn,DQN,1,269.4243638138104,3.471142464472186,3230.0713934526157,0.8323000151217299,0.16769998487827006,0.00015119443604475356,0.6755099999999974,0.8739,0.5114444444444445,0.9995557529986673,0.000444247001332741,0.07723582023246701,0.6005318379519523,0.48833851621501556,9000.0,4603.0,4397.0,
dqn,DQN,2,241.85287992165743,3.5878648809532288,3389.8326371508115,0.8181680315438277,0.18183196845617228,0.00015163002274450342,0.6838799999999978,0.8817,0.506008157865726,0.999118845687851,0.0008811543121489151,0.07536053164779617,0.5460507864742206,0.4935565590924111,9071.0,4590.0,4481.0,
dqn,DQN,3,230.1136500310379,3.473876887752496,3156.2131145223284,0.8210446631339894,0.1789553368660106,0.0004539951573849879,0.6661499999999974,0.8643000000000001,0.4987772343263673,0.9996666296255139,0.000333370374486054,0.07424202703556625,0.5841297239261477,0.5010556728525392,8996.0,4487.0,4509.0,
dqn,DQN,4,245.38208413306324,3.5634908103958174,3287.639602603351,0.8304058146577832,0.16959418534221685,0.0001514004542013626,0.6765799999999988,0.8747,0.5071420537622314,0.9997751040143933,0.0002248959856066569,0.07517162150391728,0.5808553281085073,0.4927471044641853,8891.0,4509.0,4382.0,
dqn,DQN,5,256.94356321036156,3.5333008211925354,3349.2332100304284,0.8251019483461712,0.17489805165382874,0.00030197795560924054,0.6793199999999971,0.87795,0.5146554584669838,0.9997788344575915,0.00022116554240849277,0.07710461689540632,0.5494557705382875,0.4852372000442331,9041.0,4653.0,4388.0,
dqn,DQN,6,191.96492957740443,3.6194180926291906,3177.48686175119,0.8157337367624811,0.1842662632375189,0.00030248033877797946,0.6379499999999987,0.8362499999999999,0.4850212385423653,0.9994414031951737,0.0005585968048262764,0.06694489485368185,0.5914685676492291,0.5146910959669311,8946.0,4339.0,4607.0,
dqn,DQN,7,257.76275487700116,3.527621204573521,3308.134314190425,0.8168609051006508,0.18313909489934918,0.0001513317191283293,0.6773899999999984,0.8756,0.5110396094530123,0.9996672582076309,0.00033274179236912155,0.0764326164108079,0.556840483671329,0.48879769299023956,9013.0,4606.0,4407.0,
dqn,DQN,8,194.42076615080262,3.594775793457954,3211.9447522576875,0.8252013983888129,0.1747986016111871,0.000303905181583346,0.6422799999999973,0.83965,0.4816131540939896,0.9994448145680658,0.0005551854319342661,0.06728484146414614,0.5662009115323846,0.5180990450810571,9001.0,4335.0,4666.0,
dqn,DQN,9,266.4971536179092,3.5068394050968035,3261.5928872743375,0.8262910798122066,0.17370892018779344,0.00045413260672116256,0.691009999999998,0.8891,0.517632384624107,0.9990936898153393,0.0009063101846607002,0.0792939230032592,0.5759298858228967,0.4819304406933273,8819.0,4565.0,4254.0,
dqn,DQN,10,243.22626580063786,3.523413196820749,3256.3809710296837,0.8197340586279843,0.1802659413720157,0.00030211480362537764,0.6666599999999967,0.8652,0.508268156424581,0.9992184883331473,0.0007815116668527409,0.07484994746562969,0.5848498907666672,0.4913475494027018,8950.0,4549.0,4401.0,
random,Random,1,174.75494714403095,2.5233068508294094,857.6310643709637,0.7876189659607306,0.21238103403926947,0.0010278372591006424,0.42722999999999933,0.77695,0.4631976873471203,0.9988893824966681,0.0011106175033318525,0.05610415841515418,0.5114610986429134,0.5362061306086184,8994.0,4166.0,4828.0,1.0
random,Random,2,159.85387008596294,2.565030471288969,875.7435418336563,0.7838799898296466,0.21612001017035343,0.001016002032004064,0.42034999999999856,0.7739,0.45997794928335173,0.9990087013988325,0.0009912986011675294,0.054181882381207934,0.49342776053682524,0.5394867276131733,9070.0,4172.0,4898.0,1.0
random,Random,3,167.4656881741359,2.4928060519317485,853.0483742772897,0.7892411642411642,0.21075883575883575,0.0006060081378235651,0.43667999999999796,0.78245,0.45869927737632016,0.9995555061673519,0.00044449383264807203,0.05732232572304173,0.5034608762962335,0.5410601177908656,8995.0,4126.0,4869.0,1.0
random,Random,4,152.8902733213016,2.5526405843642186,869.018009958212,0.783248687268658,0.216751312731342,0.0008600670852326481,0.42508999999999775,0.77325,0.4526623888326016,0.9988755200719667,0.0011244799280332846,0.054102258683716486,0.5144231680651807,0.546722141009783,8883.0,4021.0,4862.0,1.0
random,Random,5,174.2736452327079,2.514079594737907,885.7855919121948,0.7881165919282511,0.21188340807174888,0.0012058570198105081,0.42769999999999786,0.7751,0.46275594908688433,0.999115337830366,0.0008846621696339711,0.05627238117984247,0.5043243172711828,0.5367687714254119,9035.0,4181.0,4854.0,1.0
random,Random,6,167.9780258386933,2.550888061006543,870.2586569761445,0.7796814464055101,0.22031855359448987,0.0008602150537634409,0.4244099999999972,0.7723,0.46612254025044725,0.9992179644732432,0.000782035526756787,0.05566842888786238,0.5123390972938461,0.533459948609094,8944.0,4169.0,4775.0,1.0
random,Random,7,153.55880265711906,2.5579661755469525,871.93130119627,0.7822114970266311,0.21778850297336896,0.0010331467929401636,0.4260299999999978,0.7737499999999999,0.4542527204086165,0.998890860692103,0.0011091393078970719,0.054331781258056155,0.49967940861668814,0.5451419698314108,9006.0,4091.0,4915.0,1.0
random,Random,8,142.1888832198783,2.5553385718038135,881.6199244247408,0.780504726389732,0.21949527361026797,0.001212646167171936,0.42108999999999874,0.7662,0.4554345410091131,0.9991117033089052,0.0008882966910948257,0.05389320044042865,0.49612574045232605,0.5440817232955807,8998.0,4098.0,4900.0,1.0
random,Random,9,154.37133611538445,2.544560907881455,841.4685293527654,0.7823030095172768,0.21769699048272315,0.0010278372591006424,0.42442999999999786,0.77405,0.461311549807125,0.9985272459499264,0.0014727540500736377,0.055156649604857416,0.4981614752836311,0.5378950945961255,8814.0,4066.0,4748.0,1.0
random,Random,10,157.63653490003796,2.5209037304381017,866.9586478343775,0.7829397006661476,0.2170602993338524,0.0009507346585998272,0.42331999999999737,0.7698,0.4551754974290186,0.9987719102378029,0.0012280897621971642,0.054658767169710604,0.5018985280452568,0.5441554091771799,8946.0,4072.0,4874.0,1.0
